,Biomass,Fossil Gas,Hydro Run-of-river and poundage,Hydro Water Reservoir,Solar,Waste,Wind Onshore
2025-12-13 00:15:00+01:00,0.2,0.439999,1535.196044,914.619597,0.0,16.68032,10.324358
2025-12-13 00:30:00+01:00,0.2,0.439999,1528.76707,963.081911,0.0,16.161771,12.1522
2025-12-13 00:45:00+01:00,0.2,0.439999,1528.634824,963.680797,0.0,15.792731,10.350023
2025-12-13 01:00:00+01:00,0.2,0.439999,1527.297457,883.097523,0.0,16.183339,10.266841
2025-12-13 01:15:00+01:00,0.2,0.439999,1532.247402,858.094569,0.0,16.08708,17.883541
2025-12-13 01:30:00+01:00,0.2,0.439999,1531.938847,841.15497,0.0,16.109245,31.852378
2025-12-13 01:45:00+01:00,0.2,0.439999,1530.456178,819.30693,0.0,15.962616,27.152977
2025-12-13 02:00:00+01:00,0.2,0.439999,1526.464753,827.973258,0.0,15.089754,23.046049
2025-12-13 02:15:00+01:00,0.2,0.439999,1527.975772,768.466199,0.0,15.175806,23.193371
2025-12-13 02:30:00+01:00,0.2,0.439999,1527.393949,791.945344,0.0,15.200159,21.572035
2025-12-13 02:45:00+01:00,0.2,0.439999,1525.054671,849.636404,0.0,14.965823,19.640359
2025-12-13 03:00:00+01:00,0.2,0.439999,1531.027551,834.021819,0.0,16.105168,22.336015
2025-12-13 03:15:00+01:00,0.2,0.439999,1532.491201,826.222091,0.0,16.402747,22.243241
2025-12-13 03:30:00+01:00,0.2,0.439999,1526.344511,869.750658,0.0,16.223164,24.821102
2025-12-13 03:45:00+01:00,0.2,0.439999,1527.516857,835.60273,0.0,17.016129,30.495728
2025-12-13 04:00:00+01:00,0.2,0.439999,1527.289112,914.882211,0.0,15.124117,31.272544
2025-12-13 04:15:00+01:00,0.2,0.439999,1526.735395,924.201374,0.0,14.871279,31.025664
2025-12-13 04:30:00+01:00,0.2,0.439999,1527.320195,940.058349,0.0,14.937331,30.053554
2025-12-13 04:45:00+01:00,0.2,0.439999,1526.057614,978.848239,0.0,15.316892,33.422854
2025-12-13 05:00:00+01:00,0.2,0.439999,1522.622145,923.781427,0.0,16.709623,37.085676
2025-12-13 05:15:00+01:00,0.2,0.439999,1523.087804,880.721894,0.0,17.208247,39.528493
2025-12-13 05:30:00+01:00,0.2,0.439999,1524.366671,835.305565,0.0,17.193516,48.370075
2025-12-13 05:45:00+01:00,0.2,0.439999,1530.345715,801.843546,0.0,17.371532,52.768634
2025-12-13 06:00:00+01:00,0.2,0.439999,1537.422358,881.061196,0.0,19.298086,63.114141
2025-12-13 06:15:00+01:00,0.2,0.439999,1539.376452,852.123368,0.0,19.693309,86.333787
2025-12-13 06:30:00+01:00,0.2,0.439999,1541.31642,897.975163,0.0,19.723217,101.22302
2025-12-13 06:45:00+01:00,0.2,0.439999,1540.346248,844.866111,0.0,20.0214,111.380708
2025-12-13 07:00:00+01:00,0.2,0.439999,1536.586086,752.330535,0.0,20.224651,121.891335
2025-12-13 07:15:00+01:00,0.2,0.439999,1536.063551,774.895093,0.0,20.31284,146.873926
2025-12-13 07:30:00+01:00,0.2,0.439999,1540.254175,782.851893,0.0,20.528399,149.634385
2025-12-13 07:45:00+01:00,0.2,0.439999,1541.218989,857.373326,0.0,20.314467,141.062363
2025-12-13 08:00:00+01:00,0.2,0.439999,1533.119467,810.79351,0.0,20.282576,145.954742
2025-12-13 08:15:00+01:00,0.2,0.439999,1534.465343,795.118652,0.0,19.978707,145.504109
2025-12-13 08:30:00+01:00,0.2,0.439999,1536.230919,811.160693,0.0,19.762906,143.871661
2025-12-13 08:45:00+01:00,0.2,0.439999,1539.573009,834.926082,0.0,19.728566,137.841696
2025-12-13 09:00:00+01:00,0.2,0.439999,1541.186635,943.243882,0.0,19.867875,150.806467
2025-12-13 09:15:00+01:00,0.2,0.439999,1541.68073,969.677703,0.0,20.023132,168.430686
2025-12-13 09:30:00+01:00,0.2,0.439999,1543.720411,947.360731,0.0,19.847919,182.700642
2025-12-13 09:45:00+01:00,0.2,0.439999,1547.434971,986.877676,0.099111,19.57335,163.080772
2025-12-13 10:00:00+01:00,0.2,0.439999,1543.133956,850.831038,0.195888,19.072049,138.514162
2025-12-13 10:15:00+01:00,0.2,0.439999,1549.01158,853.283322,0.196444,18.608105,142.31714
2025-12-13 10:30:00+01:00,0.2,0.439999,1547.402309,885.039259,0.198111,18.80548,126.847442
2025-12-13 10:45:00+01:00,0.2,0.439999,1546.146441,925.498953,0.2,19.134206,115.489278
2025-12-13 11:00:00+01:00,0.2,0.439999,1546.403305,1023.854191,0.2,19.007579,103.351848
2025-12-13 11:15:00+01:00,0.2,0.439999,1543.774502,1029.106238,0.2,18.947936,99.953783
2025-12-13 11:30:00+01:00,0.2,0.439999,1545.625271,996.525562,0.2,19.010977,104.700491
2025-12-13 11:45:00+01:00,0.2,0.439999,1552.103144,942.417295,0.2,18.431961,102.78616
2025-12-13 12:00:00+01:00,0.2,0.439999,1550.40419,952.613284,0.298777,18.829301,85.838005
2025-12-13 12:15:00+01:00,0.2,0.439999,1550.045968,957.818617,0.3,18.957835,72.580734
2025-12-13 12:30:00+01:00,0.2,0.439999,1549.303098,946.273897,0.230099,18.819483,73.480914
2025-12-13 12:45:00+01:00,0.2,0.439999,1549.588998,922.411769,0.2,19.021536,71.656197
2025-12-13 13:00:00+01:00,0.2,0.439999,1545.614093,910.043478,0.100555,18.940702,53.073495
2025-12-13 13:15:00+01:00,0.2,0.439999,1546.92725,923.435505,0.1,18.731766,50.74176
2025-12-13 13:30:00+01:00,0.2,0.439999,1546.455606,934.532517,0.1,18.671195,45.335361
2025-12-13 13:45:00+01:00,0.2,0.439999,1549.268399,922.93184,0.1,18.442414,49.981673
2025-12-13 14:00:00+01:00,0.2,0.439999,1546.2819,953.587032,0.000888,18.482708,48.040468
2025-12-13 14:15:00+01:00,0.2,0.439999,1543.986786,966.376076,0.0,18.468874,50.436058
2025-12-13 14:30:00+01:00,0.2,0.439999,1543.019532,994.532786,0.0,17.94123,48.3612
2025-12-13 14:45:00+01:00,0.2,0.439999,1544.615146,967.178128,0.0,17.6566,48.494818
2025-12-13 15:00:00+01:00,0.2,0.439999,1545.737489,972.617337,0.0,17.489003,46.73001
2025-12-13 15:15:00+01:00,0.2,0.439999,1540.921391,1047.957793,0.0,17.152,51.889299
2025-12-13 15:30:00+01:00,0.2,0.439999,1540.39355,1026.536976,0.0,17.418346,38.761966
2025-12-13 15:45:00+01:00,0.2,0.439999,1540.008818,1032.246842,0.0,17.083596,31.703409
2025-12-13 16:00:00+01:00,0.2,0.439999,1538.800682,996.703585,0.0,15.894873,32.121487
2025-12-13 16:15:00+01:00,0.2,0.439999,1541.610469,1017.613171,0.0,16.092682,42.781992
2025-12-13 16:30:00+01:00,0.2,0.439999,1537.456015,1029.885164,0.0,16.203402,31.343904
2025-12-13 16:45:00+01:00,0.2,0.439999,1542.259798,1005.336789,0.0,15.973573,27.066488
2025-12-13 17:00:00+01:00,0.2,0.439999,1541.756764,979.541958,0.0,16.10574,33.884699
2025-12-13 17:15:00+01:00,0.2,0.439999,1541.707192,938.703993,0.0,15.622315,34.746708
2025-12-13 17:30:00+01:00,0.2,0.439999,1538.29276,913.547424,0.0,15.674569,27.746119
2025-12-13 17:45:00+01:00,0.2,0.439999,1539.36973,923.315707,0.0,15.701111,26.21088
2025-12-13 18:00:00+01:00,0.2,0.439999,1540.511297,906.232436,0.0,15.692174,28.414395
2025-12-13 18:15:00+01:00,0.2,0.439999,1537.260152,882.294887,0.0,16.412687,19.528253
2025-12-13 18:30:00+01:00,0.2,0.439999,1535.831282,839.269786,0.0,16.192256,16.539253
2025-12-13 18:45:00+01:00,0.2,0.439999,1535.478811,834.783245,0.0,16.48287,12.661692
2025-12-13 19:00:00+01:00,0.2,0.439999,1533.186479,812.359242,0.0,16.749152,19.090363
2025-12-13 19:15:00+01:00,0.2,0.439999,1534.17301,833.708013,0.0,16.8698,35.053968
2025-12-13 19:30:00+01:00,0.2,0.439999,1532.773322,840.217424,0.0,17.088518,41.674461
2025-12-13 19:45:00+01:00,0.2,0.439999,1531.941921,822.409986,0.0,17.230867,41.509364
2025-12-13 20:00:00+01:00,0.2,0.439999,1535.001202,773.885832,0.0,17.927094,36.89499
2025-12-13 20:15:00+01:00,0.2,0.439999,1530.875626,787.944106,0.0,17.678147,47.550158
2025-12-13 20:30:00+01:00,0.2,0.439999,1532.255827,755.060138,0.0,17.473068,64.941329
2025-12-13 20:45:00+01:00,0.2,0.439999,1533.721213,727.241751,0.0,17.024771,69.531087
2025-12-13 21:00:00+01:00,0.2,0.439999,1538.868296,738.382673,0.0,18.665829,77.662217
2025-12-13 21:15:00+01:00,0.2,0.439999,1538.201849,757.347236,0.0,18.34352,96.204027
2025-12-13 21:30:00+01:00,0.2,0.439999,1535.968799,732.945506,0.0,18.423076,109.04081
2025-12-13 21:45:00+01:00,0.2,0.439999,1534.109187,741.595257,0.0,18.665628,102.426219
2025-12-13 22:00:00+01:00,0.2,0.439999,1536.254654,776.077058,0.0,18.794955,93.302957
2025-12-13 22:15:00+01:00,0.2,0.439999,1530.136987,727.194343,0.0,18.730132,94.37406
2025-12-13 22:30:00+01:00,0.2,0.439999,1532.050033,690.973294,0.0,18.760124,112.205446
2025-12-13 22:45:00+01:00,0.2,0.439999,1527.68565,638.537674,0.0,18.462956,127.749298
2025-12-13 23:00:00+01:00,0.2,0.439999,1525.76464,579.859564,0.0,18.656638,126.645765
2025-12-13 23:15:00+01:00,0.2,0.439999,1527.665371,549.7223,0.0,18.636356,123.890133
2025-12-13 23:30:00+01:00,0.2,0.439999,1528.272717,574.292815,0.0,18.684126,132.662845
2025-12-13 23:45:00+01:00,0.2,0.439999,1529.231181,542.895964,0.0,18.785078,132.246186
2025-12-14 00:00:00+01:00,0.2,0.439999,1514.754009,537.773186,0.0,19.65184,139.967374
2025-12-14 00:15:00+01:00,0.2,0.439999,1514.727376,509.203011,0.0,19.928237,148.080815
2025-12-14 00:30:00+01:00,0.2,0.439999,1517.137238,505.792107,0.0,19.555119,144.745424
2025-12-14 00:45:00+01:00,0.2,0.439999,1516.00896,504.444572,0.0,20.249725,138.790367
2025-12-14 01:00:00+01:00,0.2,0.439999,1509.447596,425.592975,0.0,19.940925,140.093592
2025-12-14 01:15:00+01:00,0.2,0.439999,1510.037423,381.077819,0.0,19.662802,140.390909
2025-12-14 01:30:00+01:00,0.2,0.439999,1508.511877,376.896344,0.0,19.3548,144.207617
2025-12-14 01:45:00+01:00,0.2,0.439999,1502.553963,372.926875,0.0,18.92069,140.41503
2025-12-14 02:00:00+01:00,0.2,0.439999,1499.001641,373.098737,0.0,18.522433,145.653214
2025-12-14 02:15:00+01:00,0.2,0.439999,1500.639309,366.807259,0.0,18.106616,147.326221
2025-12-14 02:30:00+01:00,0.2,0.439999,1499.086528,365.419124,0.0,17.975993,159.525898
2025-12-14 02:45:00+01:00,0.2,0.439999,1496.884179,374.272195,0.0,18.371739,171.957364
2025-12-14 03:00:00+01:00,0.2,0.439999,1496.493132,355.051049,0.0,18.856453,178.804193
2025-12-14 03:15:00+01:00,0.2,0.439999,1496.980292,354.441436,0.0,19.043518,184.819444
2025-12-14 03:30:00+01:00,0.2,0.439999,1498.446861,355.103679,0.0,19.894814,189.980569
2025-12-14 03:45:00+01:00,0.2,0.439999,1500.01163,336.681126,0.0,20.497743,192.62085
2025-12-14 04:00:00+01:00,0.2,0.439999,1498.566485,364.771462,0.0,19.561281,204.82854
2025-12-14 04:15:00+01:00,0.2,0.439999,1499.550576,350.731924,0.0,19.398222,207.772366
2025-12-14 04:30:00+01:00,0.2,0.439999,1498.613576,367.210683,0.0,19.060403,214.867309
2025-12-14 04:45:00+01:00,0.2,0.439999,1498.986644,336.249081,0.0,19.189248,226.9745
2025-12-14 05:00:00+01:00,0.2,0.439999,1502.078399,326.621548,0.0,20.183758,218.734982
2025-12-14 05:15:00+01:00,0.2,0.439999,1498.889893,314.619522,0.0,20.22395,220.99823
2025-12-14 05:30:00+01:00,0.2,0.439999,1500.465688,309.987573,0.0,20.077531,235.049936
2025-12-14 05:45:00+01:00,0.2,0.439999,1499.14875,332.457014,0.0,19.999064,232.359251
2025-12-14 06:00:00+01:00,0.2,0.439999,1496.169296,332.114893,0.0,21.400621,229.946648
2025-12-14 06:15:00+01:00,0.2,0.439999,1495.18856,335.108981,0.0,21.466313,233.003477
2025-12-14 06:30:00+01:00,0.2,0.439999,1494.312153,318.53791,0.0,21.506771,236.594819
2025-12-14 06:45:00+01:00,0.2,0.439999,1495.68906,298.358252,0.0,21.858447,238.344658
2025-12-14 07:00:00+01:00,0.2,0.439999,1492.393472,352.383842,0.0,21.689062,238.356374
2025-12-14 07:15:00+01:00,0.2,0.439999,1500.074466,368.10309,0.0,22.012185,242.563471
2025-12-14 07:30:00+01:00,0.2,0.439999,1495.545764,383.409083,0.0,21.941972,246.476145
2025-12-14 07:45:00+01:00,0.2,0.439999,1496.869884,407.582314,0.0,22.000883,259.76608
2025-12-14 08:00:00+01:00,0.2,0.439999,1499.08849,415.673449,0.0,21.906933,264.50821
2025-12-14 08:15:00+01:00,0.2,0.439999,1494.691666,413.429576,0.0,21.70869,265.488161
2025-12-14 08:30:00+01:00,0.2,0.439999,1490.3573,393.13925,0.0,21.83089,266.876315
2025-12-14 08:45:00+01:00,0.2,0.439999,1492.54327,394.60125,0.0,21.895639,268.468102
2025-12-14 09:00:00+01:00,0.2,0.439999,1485.958203,397.16078,0.0,19.983615,267.839641
2025-12-14 09:15:00+01:00,0.2,0.439999,1487.923873,411.928988,0.0,19.419005,267.361393
2025-12-14 09:30:00+01:00,0.2,0.439999,1487.595716,424.659401,0.0,21.627985,266.364498
2025-12-14 09:45:00+01:00,0.2,0.439999,1487.206164,426.555707,0.0,21.881454,264.190043
2025-12-14 10:00:00+01:00,0.2,0.439999,1482.384596,436.874696,0.104888,21.233451,257.633774
2025-12-14 10:15:00+01:00,0.2,0.439999,1488.936185,382.005982,0.108,21.444822,251.234551
2025-12-14 10:30:00+01:00,0.2,0.439999,1491.38772,400.847431,0.117555,21.219665,251.971305
2025-12-14 10:45:00+01:00,0.2,0.439999,1488.454714,416.009019,0.156444,20.843131,255.578331
2025-12-14 11:00:00+01:00,0.2,0.439999,1487.114734,431.729967,0.162888,18.953939,254.913183
2025-12-14 11:15:00+01:00,0.2,0.439999,1488.943941,442.574267,0.189222,19.496933,258.299149
2025-12-14 11:30:00+01:00,0.2,0.439999,1492.337276,444.053138,0.193333,19.645692,260.188545
2025-12-14 11:45:00+01:00,0.2,0.439999,1490.474573,488.856221,0.193777,20.286056,259.75389
2025-12-14 12:00:00+01:00,0.2,0.439999,1500.306733,550.675541,0.2,20.424039,261.482413
2025-12-14 12:15:00+01:00,0.2,0.439999,1493.631021,530.446702,0.2,20.234663,264.066637
2025-12-14 12:30:00+01:00,0.2,0.439999,1496.64732,421.667569,0.2,20.54319,266.310323
2025-12-14 12:45:00+01:00,0.2,0.439999,1498.53307,428.614065,0.2,20.400266,264.716807
2025-12-14 13:00:00+01:00,0.2,0.439999,1495.010577,436.775845,0.100888,20.039911,251.622554
2025-12-14 13:15:00+01:00,0.2,0.439999,1499.104527,438.723345,0.1,20.19206,237.295358
2025-12-14 13:30:00+01:00,0.2,0.439999,1491.919269,484.972664,0.1,19.663288,231.098601
2025-12-14 13:45:00+01:00,0.2,0.439999,1489.504925,465.867031,0.000888,19.862508,238.722905
2025-12-14 14:00:00+01:00,0.2,0.439999,1489.531837,436.212533,0.0,19.942061,230.142319
2025-12-14 14:15:00+01:00,0.2,0.439999,1486.578744,460.283107,0.0,19.323328,225.631198
2025-12-14 14:30:00+01:00,0.2,0.439999,1484.117524,432.97062,0.0,19.173792,203.375375
2025-12-14 14:45:00+01:00,0.2,0.439999,1484.111871,473.001392,0.0,19.007564,199.882505
2025-12-14 15:00:00+01:00,0.2,0.439999,1493.68954,503.886126,0.0,18.54801,194.797149
2025-12-14 15:15:00+01:00,0.2,0.439999,1495.886768,531.563441,0.0,18.318411,183.397786
2025-12-14 15:30:00+01:00,0.2,0.439999,1491.801051,559.548919,0.0,18.108548,172.929945
2025-12-14 15:45:00+01:00,0.2,0.439999,1492.186303,579.020136,0.0,17.531735,182.211973
2025-12-14 16:00:00+01:00,0.2,0.439999,1491.53394,573.726625,0.0,17.204694,201.880959
2025-12-14 16:15:00+01:00,0.2,0.439999,1494.743137,554.289185,0.0,17.573311,224.016804
2025-12-14 16:30:00+01:00,0.2,0.439999,1498.339393,581.383335,0.0,17.329454,225.735526
2025-12-14 16:45:00+01:00,0.2,0.439999,1494.827387,542.08384,0.0,17.290449,215.197381
2025-12-14 17:00:00+01:00,0.2,0.439999,1497.369844,506.990773,0.0,17.05293,213.733893
2025-12-14 17:15:00+01:00,0.2,0.439999,1496.925481,509.166132,0.0,17.457549,204.364918
2025-12-14 17:30:00+01:00,0.2,0.439999,1496.728104,535.71356,0.0,17.618644,156.792077
2025-12-14 17:45:00+01:00,0.2,0.439999,1492.348871,656.595342,0.0,17.919311,143.245687
2025-12-14 18:00:00+01:00,0.2,0.439999,1496.447195,604.564783,0.0,17.562519,155.117304
2025-12-14 18:15:00+01:00,0.2,0.439999,1496.308967,567.531057,0.0,16.929283,154.831936
2025-12-14 18:30:00+01:00,0.2,0.439999,1494.13808,557.014394,0.0,17.396088,169.020503
2025-12-14 18:45:00+01:00,0.2,0.439999,1497.389662,527.514449,0.0,17.587649,164.9146
2025-12-14 19:00:00+01:00,0.2,0.439999,1494.903597,528.838492,0.0,17.792444,171.535428
2025-12-14 19:15:00+01:00,0.2,0.439999,1492.460712,499.420949,0.0,18.269247,189.379966
2025-12-14 19:30:00+01:00,0.2,0.439999,1478.639386,502.469337,0.0,18.121982,191.765343
2025-12-14 19:45:00+01:00,0.2,0.439999,1473.736405,491.128985,0.0,18.156201,179.530598
2025-12-14 20:00:00+01:00,0.2,0.439999,1468.204619,401.802775,0.0,18.020875,174.02782
2025-12-14 20:15:00+01:00,0.2,0.439999,1472.612571,417.315306,0.0,18.042688,177.22609
2025-12-14 20:30:00+01:00,0.2,0.439999,1470.713994,448.818009,0.0,17.926031,167.51623
2025-12-14 20:45:00+01:00,0.2,0.439999,1470.460069,375.141977,0.0,17.954814,170.128204
2025-12-14 21:00:00+01:00,0.2,0.439999,1474.564404,359.9141,0.0,18.544043,190.611346
2025-12-14 21:15:00+01:00,0.2,0.439999,1475.566498,356.68107,0.0,18.763242,176.511774
2025-12-14 21:30:00+01:00,0.2,0.439999,1474.001737,356.957231,0.0,18.604299,183.436963
2025-12-14 21:45:00+01:00,0.2,0.439999,1472.185092,357.030216,0.0,18.471697,189.304455
2025-12-14 22:00:00+01:00,0.2,0.439999,1472.200217,312.549447,0.0,18.524222,187.15127
2025-12-14 22:15:00+01:00,0.2,0.439999,1472.31484,305.824739,0.0,18.709719,182.095652
2025-12-14 22:30:00+01:00,0.2,0.439999,1474.051056,309.980844,0.0,18.497936,192.238093
2025-12-14 22:45:00+01:00,0.2,0.439999,1475.462307,308.216487,0.0,18.831611,220.598279
2025-12-14 23:00:00+01:00,0.2,0.439999,1458.098857,318.357884,0.0,18.700115,229.645472
2025-12-14 23:15:00+01:00,0.2,0.439999,1452.518252,315.572676,0.0,18.692374,226.888453
2025-12-14 23:30:00+01:00,0.2,0.439999,1449.471856,312.259837,0.0,18.955234,228.878017
2025-12-14 23:45:00+01:00,0.2,0.439999,1446.39767,311.724011,0.0,19.444933,242.320013
2025-12-15 00:00:00+01:00,0.101444,0.439999,1478.185986,322.723619,0.0,20.709829,232.798258
2025-12-15 00:15:00+01:00,0.1,0.439999,1476.929821,311.907455,0.0,20.921175,241.213381
2025-12-15 00:30:00+01:00,0.1,0.439999,1475.540854,327.261639,0.0,20.639107,238.155149
2025-12-15 00:45:00+01:00,0.1,0.439999,1473.186851,272.878557,0.0,20.499433,241.860452
2025-12-15 01:00:00+01:00,0.1,0.439999,1471.345223,258.397869,0.0,20.511259,250.233914
2025-12-15 01:15:00+01:00,0.1,0.439999,1465.133598,248.333359,0.0,20.18533,245.409423
2025-12-15 01:30:00+01:00,0.1,0.439999,1465.597315,264.443225,0.0,20.10074,248.662517
2025-12-15 01:45:00+01:00,0.1,0.439999,1454.939275,252.544993,0.0,19.819566,261.415691
2025-12-15 02:00:00+01:00,0.1,0.439999,1473.774413,252.242292,0.0,20.513339,263.374564
2025-12-15 02:15:00+01:00,0.1,0.439999,1484.174335,263.930611,0.0,20.441863,263.397703
2025-12-15 02:30:00+01:00,0.1,0.439999,1485.648227,280.853426,0.0,19.934244,263.771663
2025-12-15 02:45:00+01:00,0.1,0.439999,1478.778504,306.991498,0.0,19.461634,264.195989
2025-12-15 03:00:00+01:00,0.1,0.439999,1478.180214,292.914762,0.0,20.540983,262.977376
2025-12-15 03:15:00+01:00,0.1,0.439999,1471.261805,297.579857,0.0,20.188017,264.875955
2025-12-15 03:30:00+01:00,0.1,0.439999,1474.744625,315.856721,0.0,21.257606,265.939608
2025-12-15 03:45:00+01:00,0.1,0.439999,1468.750036,332.693956,0.0,20.459459,258.181263
2025-12-15 04:00:00+01:00,0.1,0.439999,1474.942249,319.348965,0.0,19.53173,255.01134
2025-12-15 04:15:00+01:00,0.1,0.439999,1476.94106,324.640123,0.0,19.573678,250.958979
2025-12-15 04:30:00+01:00,0.1,0.439999,1476.244754,324.17762,0.0,19.964682,256.279115
2025-12-15 04:45:00+01:00,0.1,0.439999,1471.111758,344.838827,0.0,20.223235,261.503901
2025-12-15 05:00:00+01:00,0.1,0.439999,1466.679683,345.344976,0.0,19.686488,258.579639
2025-12-15 05:15:00+01:00,0.1,0.439999,1474.967223,373.637125,0.0,19.912209,257.564072
2025-12-15 05:30:00+01:00,0.1,0.439999,1473.15033,362.104553,0.0,20.060923,260.251642
2025-12-15 05:45:00+01:00,0.1,0.439999,1479.095103,371.074333,0.0,19.775216,263.495739
2025-12-15 06:00:00+01:00,0.1,0.439999,1492.956794,525.411366,0.0,21.090104,265.94791
2025-12-15 06:15:00+01:00,0.1,0.439999,1493.960332,565.063838,0.0,20.802709,265.182504
2025-12-15 06:30:00+01:00,0.1,0.439999,1494.88706,663.490775,0.0,20.302912,266.385531
2025-12-15 06:45:00+01:00,0.1,0.439999,1495.006666,689.616203,0.0,19.941019,264.079489
2025-12-15 07:00:00+01:00,0.1,0.439999,1495.002065,741.92122,0.0,20.091023,263.351951
2025-12-15 07:15:00+01:00,0.1,0.439999,1495.359311,753.41265,0.0,19.186492,262.901673
2025-12-15 07:30:00+01:00,0.1,0.439999,1495.153266,692.667899,0.0,19.677083,263.930178
2025-12-15 07:45:00+01:00,0.1,0.439999,1499.143872,690.829098,0.0,19.773138,264.467698
2025-12-15 08:00:00+01:00,0.1,0.439999,1497.550399,709.782206,0.0,19.799803,263.156126
2025-12-15 08:15:00+01:00,0.1,0.439999,1497.825922,692.418687,0.0,19.465351,265.225909
2025-12-15 08:30:00+01:00,0.1,0.439999,1505.306139,609.38812,0.0,19.454594,266.544399
2025-12-15 08:45:00+01:00,0.1,0.439999,1508.480918,615.697599,0.0,19.425918,262.354095
2025-12-15 09:00:00+01:00,0.1,0.439999,1507.599521,612.865022,0.0,18.439336,260.075771
2025-12-15 09:15:00+01:00,0.1,0.439999,1509.640452,608.924423,0.0,17.271601,256.994571
2025-12-15 09:30:00+01:00,0.1,0.439999,1509.633788,685.881474,0.0,16.876946,252.669515
2025-12-15 09:45:00+01:00,0.1,0.439999,1505.643651,709.068999,0.0,17.419993,255.361211
2025-12-15 10:00:00+01:00,0.1,0.439999,1502.328787,670.027173,1.097733,17.320579,255.684083
2025-12-15 10:15:00+01:00,0.1,0.439999,1503.628183,662.105431,1.147571,17.860481,257.748015
2025-12-15 10:30:00+01:00,0.1,0.439999,1499.607257,649.739518,1.212914,17.436647,256.741242
2025-12-15 10:45:00+01:00,0.1,0.439999,1489.10691,637.709149,1.246338,17.306389,251.609271
2025-12-15 11:00:00+01:00,0.1,0.439999,1496.197668,678.187922,1.202626,18.294877,256.378376
2025-12-15 11:15:00+01:00,0.1,0.439999,1502.829613,645.06159,1.261678,18.575772,258.032496
2025-12-15 11:30:00+01:00,0.1,0.439999,1502.583195,642.653197,1.291247,17.491621,258.253939
2025-12-15 11:45:00+01:00,0.1,0.439999,1504.90726,645.839927,1.358686,17.595482,257.360007
2025-12-15 12:00:00+01:00,0.1,0.439999,1509.922499,676.185337,1.156092,16.919282,257.502746
2025-12-15 12:15:00+01:00,0.1,0.439999,1502.314664,770.33727,1.155966,17.7637,250.397601
2025-12-15 12:30:00+01:00,0.1,0.439999,1501.593135,686.232314,1.202049,17.315043,251.865241
2025-12-15 12:45:00+01:00,0.1,0.439999,1506.330527,748.876928,1.297592,17.550379,250.713547
2025-12-15 13:00:00+01:00,0.1,0.439999,1507.868847,774.25668,0.113159,17.44988,256.841498
2025-12-15 13:15:00+01:00,0.1,0.439999,1512.432303,739.219631,0.1,17.463869,257.234733
2025-12-15 13:30:00+01:00,0.1,0.439999,1515.513128,821.490765,0.1,17.583621,248.15951
2025-12-15 13:45:00+01:00,0.1,0.439999,1515.921432,817.450571,0.000888,17.620711,244.053272
2025-12-15 14:00:00+01:00,0.1,0.439999,1514.140418,732.952922,0.0,16.819584,241.381349
2025-12-15 14:15:00+01:00,0.1,0.439999,1514.450159,710.379962,0.0,16.670714,242.56699
2025-12-15 14:30:00+01:00,0.1,0.439999,1510.417485,804.822119,0.0,16.700147,242.721696
2025-12-15 14:45:00+01:00,0.1,0.439999,1513.004305,777.574419,0.0,16.790792,246.964032
2025-12-15 15:00:00+01:00,0.1,0.439999,1516.804619,808.791386,0.0,17.342744,244.10972
2025-12-15 15:15:00+01:00,0.1,0.439999,1514.630115,873.501358,0.0,16.904793,243.747158
2025-12-15 15:30:00+01:00,0.1,0.439999,1509.707877,1040.4287,0.0,16.801611,231.596362
2025-12-15 15:45:00+01:00,0.1,0.439999,1515.436625,977.608825,0.0,16.615403,216.29527
2025-12-15 16:00:00+01:00,0.1,0.439999,1520.466014,850.91729,0.0,16.212788,205.216425
2025-12-15 16:15:00+01:00,0.1,0.439999,1519.053597,885.506534,0.0,15.620052,188.871142
2025-12-15 16:30:00+01:00,0.1,0.439999,1516.679238,906.339117,0.0,15.994394,178.639782
2025-12-15 16:45:00+01:00,0.1,0.439999,1514.622669,844.221649,0.0,16.283717,174.385874
2025-12-15 17:00:00+01:00,0.1,0.439999,1514.933844,808.275187,0.0,17.000999,178.268178
2025-12-15 17:15:00+01:00,0.1,0.439999,1513.40806,913.116959,0.0,16.983948,173.651776
2025-12-15 17:30:00+01:00,0.1,0.439999,1513.171273,880.916319,0.0,16.393943,173.798188
2025-12-15 17:45:00+01:00,0.1,0.439999,1508.721674,940.044448,0.0,15.186266,177.724415
2025-12-15 18:00:00+01:00,0.1,0.439999,1511.650921,925.362744,0.0,14.97389,186.616289
2025-12-15 18:15:00+01:00,0.1,0.439999,1520.258713,893.530164,0.0,15.041344,185.023695
2025-12-15 18:30:00+01:00,0.1,0.439999,1524.99358,893.603591,0.0,14.537299,182.109704
2025-12-15 18:45:00+01:00,0.1,0.439999,1524.424855,901.142825,0.0,14.452708,181.233399
2025-12-15 19:00:00+01:00,0.1,0.439999,1522.140834,877.664434,0.0,14.514393,176.838342
2025-12-15 19:15:00+01:00,0.1,0.439999,1524.577608,882.94922,0.0,14.648817,170.179871
2025-12-15 19:30:00+01:00,0.1,0.439999,1520.424826,909.293195,0.0,14.510363,161.084083
2025-12-15 19:45:00+01:00,0.1,0.439999,1522.801391,922.808782,0.0,14.712563,150.997916
2025-12-15 20:00:00+01:00,0.1,0.439999,1532.785561,919.867365,0.0,15.15285,148.837751
