,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Solar,Waste,Wind Offshore,Wind Onshore
2025-01-12 20:00:00+01:00,484.51,163.52,237.2,41.75,0.0,52.03,27.14,27.03
2025-01-12 21:00:00+01:00,481.15,141.1,230.02,40.39,3.37,51.4,11.36,16.4
2025-01-12 22:00:00+01:00,483.22,143.07,229.48,40.21,1.99,50.77,9.36,10.79
2025-01-12 23:00:00+01:00,481.87,109.17,227.76,39.78,0.0,58.23,5.69,9.67
2025-01-13 00:00:00+01:00,473.03,85.62,210.25,36.41,0.01,52.49,5.48,9.26
2025-01-13 01:00:00+01:00,472.3,71.56,188.55,32.24,0.0,48.69,4.5,14.95
2025-01-13 02:00:00+01:00,471.24,71.09,186.84,32.09,0.0,47.82,20.29,19.42
2025-01-13 03:00:00+01:00,471.23,73.42,190.71,32.83,0.0,48.83,48.29,28.77
2025-01-13 04:00:00+01:00,473.04,86.39,210.31,36.59,0.0,50.77,60.05,37.39
2025-01-13 05:00:00+01:00,476.17,112.39,208.75,36.3,0.0,46.93,85.86,44.13
2025-01-13 06:00:00+01:00,470.02,113.76,211.0,36.69,0.0,46.76,101.48,68.21
2025-01-13 07:00:00+01:00,469.03,125.15,214.58,37.41,0.0,48.64,147.11,72.79
2025-01-13 08:00:00+01:00,466.47,125.25,216.04,37.68,4.13,48.16,128.48,86.5
2025-01-13 09:00:00+01:00,407.45,141.36,218.82,38.07,60.39,49.64,237.31,119.64
2025-01-13 10:00:00+01:00,399.28,112.45,213.81,37.09,137.21,49.89,371.85,152.72
2025-01-13 11:00:00+01:00,390.94,111.25,217.3,37.75,119.91,56.45,542.68,226.52
2025-01-13 12:00:00+01:00,390.54,105.62,218.22,37.93,107.41,50.25,648.04,234.68
2025-01-13 13:00:00+01:00,389.86,105.39,212.14,36.76,82.89,50.5,669.14,266.79
2025-01-13 14:00:00+01:00,401.84,96.89,210.31,36.41,59.13,50.71,724.99,290.15
2025-01-13 15:00:00+01:00,468.43,87.14,212.63,36.86,19.12,49.64,782.52,317.59
2025-01-13 16:00:00+01:00,471.03,86.92,213.43,37.01,0.32,49.28,830.27,352.03
2025-01-13 17:00:00+01:00,471.57,90.7,213.88,37.09,0.0,50.07,896.06,389.63
2025-01-13 18:00:00+01:00,473.85,105.69,217.55,37.8,0.0,45.07,910.14,397.23
2025-01-13 19:00:00+01:00,468.61,99.79,214.13,37.14,0.0,42.3,900.36,409.44
2025-01-13 20:00:00+01:00,466.83,105.86,216.63,37.62,0.0,42.46,917.06,403.23
2025-01-13 21:00:00+01:00,467.02,82.69,206.02,35.46,0.0,41.73,911.9,403.67
2025-01-13 22:00:00+01:00,469.62,79.51,238.34,34.69,0.0,39.59,899.27,411.5
2025-01-13 23:00:00+01:00,469.68,76.29,238.54,33.69,0.0,39.69,811.96,424.57
2025-01-14 00:00:00+01:00,431.97,72.68,232.64,28.81,0.0,40.63,909.29,436.99
2025-01-14 01:00:00+01:00,408.12,71.95,231.45,22.33,0.0,40.1,909.06,436.55
2025-01-14 02:00:00+01:00,415.82,71.87,231.42,22.31,0.0,39.77,902.65,419.4
2025-01-14 03:00:00+01:00,442.85,72.15,231.78,22.39,0.0,39.72,837.03,417.64
2025-01-14 04:00:00+01:00,417.65,71.97,231.51,22.34,0.0,39.62,846.88,411.19
2025-01-14 05:00:00+01:00,349.32,69.23,227.05,21.48,0.0,39.63,891.49,420.59
2025-01-14 06:00:00+01:00,371.07,71.44,230.38,22.53,0.0,39.56,897.06,414.54
2025-01-14 07:00:00+01:00,413.78,72.22,195.31,30.48,0.0,40.66,909.65,424.21
2025-01-14 08:00:00+01:00,404.38,67.33,177.1,30.24,0.3,39.66,892.66,417.48
2025-01-14 09:00:00+01:00,434.77,77.32,192.5,33.37,10.79,41.97,867.87,390.02
2025-01-14 10:00:00+01:00,428.95,76.54,192.63,33.74,13.95,40.73,884.97,395.56
2025-01-14 11:00:00+01:00,462.96,75.55,193.18,33.44,23.01,40.89,879.45,403.38
2025-01-14 12:00:00+01:00,462.59,74.96,192.91,33.26,31.77,41.01,875.73,412.78
2025-01-14 13:00:00+01:00,478.15,76.58,195.27,33.75,29.64,40.89,887.62,416.45
2025-01-14 14:00:00+01:00,466.73,78.03,197.13,34.18,20.25,41.86,901.24,412.17
2025-01-14 15:00:00+01:00,449.56,83.08,205.47,35.74,4.56,48.89,908.41,402.95
2025-01-14 16:00:00+01:00,429.24,85.36,209.7,36.45,0.0,50.18,911.77,382.86
2025-01-14 17:00:00+01:00,441.09,86.74,211.83,36.87,0.0,49.83,901.35,373.52
2025-01-14 18:00:00+01:00,478.26,86.25,207.3,36.72,0.0,50.79,915.97,397.66
2025-01-14 19:00:00+01:00,391.66,84.07,189.0,36.04,0.0,50.72,929.48,380.12
2025-01-14 20:00:00+01:00,363.01,80.38,169.87,34.89,0.0,49.06,936.15,392.18
2025-01-14 21:00:00+01:00,447.77,79.98,169.2,34.75,0.0,43.34,927.48,371.83
2025-01-14 22:00:00+01:00,499.82,80.23,169.61,34.83,0.0,41.03,864.85,284.29
2025-01-14 23:00:00+01:00,499.48,80.85,170.99,35.03,0.0,40.87,806.48,244.92
2025-01-15 00:00:00+01:00,415.69,81.28,172.42,28.87,0.0,41.07,808.72,191.24
2025-01-15 01:00:00+01:00,408.25,81.32,172.89,25.2,0.0,41.23,798.49,140.63
2025-01-15 02:00:00+01:00,441.27,81.34,173.04,25.22,0.0,41.25,701.16,116.42
2025-01-15 03:00:00+01:00,456.76,82.0,173.49,25.42,0.0,40.8,712.16,147.16
2025-01-15 04:00:00+01:00,452.65,83.37,178.0,25.85,0.0,41.83,763.4,176.5
2025-01-15 05:00:00+01:00,491.78,85.79,196.09,26.28,0.0,41.96,678.81,174.55
2025-01-15 06:00:00+01:00,507.83,115.24,211.03,26.91,0.0,48.55,415.97,171.73
2025-01-15 07:00:00+01:00,558.04,113.24,190.87,22.88,0.0,47.71,296.02,136.18
2025-01-15 08:00:00+01:00,522.26,116.38,189.83,23.56,7.55,47.87,243.35,90.97
2025-01-15 09:00:00+01:00,497.27,120.95,195.55,31.2,62.77,48.45,159.31,64.35
2025-01-15 10:00:00+01:00,468.43,141.57,229.94,40.04,187.34,53.9,127.48,42.72
2025-01-15 11:00:00+01:00,483.22,139.35,214.72,43.19,191.49,61.07,104.47,30.31
2025-01-15 12:00:00+01:00,519.28,116.08,188.43,32.46,165.42,49.63,45.3,22.66
2025-01-15 13:00:00+01:00,517.18,117.32,189.53,32.67,139.07,38.56,8.93,9.11
2025-01-15 14:00:00+01:00,522.52,120.21,193.89,33.91,86.68,43.29,7.94,8.16
2025-01-15 15:00:00+01:00,521.51,119.57,194.03,33.79,26.98,41.09,20.84,9.83
2025-01-15 16:00:00+01:00,526.11,120.32,196.34,34.17,0.75,47.04,25.99,24.88
2025-01-15 17:00:00+01:00,529.7,119.76,180.75,34.08,0.0,44.44,40.94,48.55
2025-01-15 18:00:00+01:00,538.86,122.48,124.86,34.95,0.0,51.93,87.56,39.83
2025-01-15 19:00:00+01:00,534.48,122.43,168.59,34.96,0.0,61.67,77.63,22.68
2025-01-15 20:00:00+01:00,512.95,133.42,194.13,38.34,0.0,56.23,63.81,32.36
2025-01-15 21:00:00+01:00,498.71,92.96,201.88,38.19,0.0,58.73,52.11,52.42
2025-01-15 22:00:00+01:00,463.54,90.66,205.57,38.68,0.0,65.19,99.69,71.8
2025-01-15 23:00:00+01:00,507.94,87.65,207.18,37.6,0.0,52.73,169.24,82.48
2025-01-16 00:00:00+01:00,467.23,85.47,200.03,36.54,0.0,50.26,185.83,104.35
2025-01-16 01:00:00+01:00,465.86,86.66,201.62,36.91,0.0,50.15,295.13,124.45
2025-01-16 02:00:00+01:00,509.9,86.97,209.96,36.98,0.0,50.26,432.35,142.39
2025-01-16 03:00:00+01:00,508.07,83.37,205.21,35.91,0.0,49.95,591.01,166.55
2025-01-16 04:00:00+01:00,423.66,85.24,208.36,36.45,0.0,50.18,633.16,179.58
2025-01-16 05:00:00+01:00,413.61,81.99,202.96,35.43,0.0,48.75,633.51,192.59
2025-01-16 06:00:00+01:00,389.27,83.34,204.84,35.89,0.0,48.11,619.3,196.22
2025-01-16 07:00:00+01:00,466.52,89.66,203.88,35.34,0.0,47.5,617.28,245.96
2025-01-16 08:00:00+01:00,485.73,86.09,210.09,36.5,0.65,46.39,666.06,248.09
2025-01-16 09:00:00+01:00,402.55,113.54,217.88,38.22,12.37,47.61,615.92,238.81
2025-01-16 10:00:00+01:00,282.21,92.77,207.67,36.14,45.07,46.95,557.04,251.92
2025-01-16 11:00:00+01:00,258.48,120.16,211.69,42.45,67.82,48.57,585.33,254.44
2025-01-16 12:00:00+01:00,269.12,113.98,214.37,37.6,63.58,48.54,569.67,243.81
2025-01-16 13:00:00+01:00,310.49,91.96,200.66,34.83,51.05,47.86,622.3,243.84
2025-01-16 14:00:00+01:00,444.07,96.68,200.1,34.75,30.47,47.73,652.21,231.37
2025-01-16 15:00:00+01:00,467.98,133.3,208.12,35.95,8.48,47.67,581.25,233.86
2025-01-16 16:00:00+01:00,502.56,137.97,206.73,35.67,0.21,48.32,582.1,245.52
2025-01-16 17:00:00+01:00,520.53,142.53,214.17,37.06,0.0,49.12,554.33,240.53
2025-01-16 18:00:00+01:00,564.58,135.8,196.87,33.76,0.0,47.55,652.6,248.76
2025-01-16 19:00:00+01:00,556.75,129.61,194.08,33.22,0.0,47.05,694.11,240.19
2025-01-16 20:00:00+01:00,556.37,96.02,191.98,32.97,0.0,47.45,654.39,251.54
2025-01-16 21:00:00+01:00,558.74,84.09,181.88,31.05,0.0,46.23,632.54,264.05
2025-01-16 22:00:00+01:00,575.02,73.82,180.31,30.65,0.0,47.02,628.25,285.11
2025-01-16 23:00:00+01:00,566.1,66.22,179.42,30.49,0.0,47.03,631.43,279.76
2025-01-17 00:00:00+01:00,486.34,83.71,200.39,34.3,0.0,49.89,525.11,254.25
2025-01-17 01:00:00+01:00,528.56,84.13,158.97,32.36,0.0,48.3,491.07,203.66
2025-01-17 02:00:00+01:00,535.19,79.71,150.74,31.28,0.0,48.09,492.37,170.99
2025-01-17 03:00:00+01:00,481.28,82.68,172.85,35.39,0.0,49.89,492.63,153.99
2025-01-17 04:00:00+01:00,528.04,80.34,155.85,32.1,0.0,48.15,403.67,150.71
2025-01-17 05:00:00+01:00,502.74,84.88,174.54,35.18,0.0,49.33,323.37,156.74
2025-01-17 06:00:00+01:00,524.11,88.93,200.47,34.81,0.0,49.75,296.05,173.79
2025-01-17 07:00:00+01:00,560.89,82.63,190.4,32.65,0.0,53.3,263.14,152.4
2025-01-17 08:00:00+01:00,555.57,90.8,193.48,33.4,0.35,48.95,247.48,154.86
2025-01-17 09:00:00+01:00,554.02,146.25,201.22,133.08,9.22,66.75,289.43,166.27
2025-01-17 10:00:00+01:00,510.29,77.44,175.67,73.67,27.33,48.65,307.18,166.1
2025-01-17 11:00:00+01:00,496.71,86.5,183.02,31.68,41.59,48.03,265.42,165.28
2025-01-17 12:00:00+01:00,508.3,124.18,188.77,43.11,47.78,47.94,259.34,179.89
2025-01-17 13:00:00+01:00,509.67,92.09,200.19,34.9,42.53,48.46,298.38,180.37
2025-01-17 14:00:00+01:00,536.7,92.56,189.96,32.77,28.41,48.07,299.25,187.34
2025-01-17 15:00:00+01:00,547.85,149.67,199.14,178.73,10.51,66.81,280.25,190.81
2025-01-17 16:00:00+01:00,549.33,103.27,190.5,55.85,0.31,49.36,308.85,193.16
2025-01-17 17:00:00+01:00,560.97,85.5,192.97,33.14,0.0,47.43,307.75,196.68
2025-01-17 18:00:00+01:00,568.18,74.53,192.86,33.41,0.0,46.3,383.5,225.39
2025-01-17 19:00:00+01:00,580.62,101.89,202.65,45.57,0.0,49.14,477.96,196.81
2025-01-17 20:00:00+01:00,580.13,103.46,198.54,44.83,0.0,47.78,515.29,156.29
2025-01-17 21:00:00+01:00,561.7,90.46,191.26,33.1,0.0,48.6,482.76,175.49
2025-01-17 22:00:00+01:00,493.19,83.96,208.04,36.07,0.0,50.06,439.83,209.93
2025-01-17 23:00:00+01:00,486.41,88.02,214.66,37.34,0.0,56.54,437.96,208.84
2025-01-18 00:00:00+01:00,492.84,87.25,212.97,36.95,0.0,50.6,457.62,198.27
2025-01-18 01:00:00+01:00,507.18,87.33,212.98,36.12,0.0,49.83,433.66,152.97
2025-01-18 02:00:00+01:00,501.68,87.47,213.1,36.94,0.0,49.7,421.49,117.55
2025-01-18 03:00:00+01:00,505.86,86.65,211.71,36.88,0.0,49.81,266.46,109.86
2025-01-18 04:00:00+01:00,551.45,86.62,188.29,32.36,0.0,48.07,253.24,108.63
2025-01-18 05:00:00+01:00,487.45,85.57,206.68,35.85,0.0,49.58,322.39,103.63
2025-01-18 06:00:00+01:00,515.63,88.16,212.62,37.07,0.0,56.76,350.0,95.93
2025-01-18 07:00:00+01:00,531.64,121.75,221.95,38.8,0.0,64.65,304.52,91.03
2025-01-18 08:00:00+01:00,522.32,127.33,220.52,38.48,0.27,57.99,300.58,67.89
2025-01-18 09:00:00+01:00,425.89,125.6,218.3,37.99,8.32,55.19,255.09,48.18
2025-01-18 10:00:00+01:00,465.15,125.92,219.73,38.19,23.99,57.08,120.38,40.59
2025-01-18 11:00:00+01:00,525.67,127.59,205.14,35.51,34.28,49.68,39.4,35.4
2025-01-18 12:00:00+01:00,551.22,109.55,188.51,32.27,33.33,48.34,21.06,21.47
2025-01-18 13:00:00+01:00,548.99,105.65,186.1,31.75,27.49,48.94,22.27,15.68
2025-01-18 14:00:00+01:00,565.94,124.16,194.53,33.25,13.45,49.05,28.74,10.78
2025-01-18 15:00:00+01:00,470.38,113.5,196.37,32.78,3.91,56.25,24.16,13.41
2025-01-18 16:00:00+01:00,536.64,111.51,195.86,32.71,0.04,59.28,17.35,11.83
2025-01-18 17:00:00+01:00,581.34,110.87,195.04,32.58,0.0,58.65,19.48,14.16
2025-01-18 18:00:00+01:00,563.03,107.68,189.31,31.47,0.0,48.26,36.63,15.14
2025-01-18 19:00:00+01:00,557.88,108.19,191.2,31.73,0.0,53.75,47.67,12.81
2025-01-18 20:00:00+01:00,456.54,120.43,211.24,35.55,0.0,49.87,32.96,12.67
2025-01-18 21:00:00+01:00,410.63,87.25,210.69,35.46,0.0,50.23,36.08,10.97
2025-01-18 22:00:00+01:00,437.86,97.79,215.2,36.39,0.0,50.66,13.39,9.49
2025-01-18 23:00:00+01:00,441.37,86.77,211.07,35.64,0.0,50.47,8.48,11.52
2025-01-19 00:00:00+01:00,500.52,69.6,185.48,30.71,0.0,48.01,4.85,11.63
2025-01-19 01:00:00+01:00,503.07,70.03,186.29,30.84,0.0,48.37,17.15,10.5
2025-01-19 02:00:00+01:00,504.17,71.4,188.56,31.28,0.0,53.33,21.56,10.63
2025-01-19 03:00:00+01:00,505.28,66.8,181.14,29.83,0.0,47.65,13.13,11.02
2025-01-19 04:00:00+01:00,502.99,66.98,181.28,29.88,0.0,48.11,4.12,10.03
2025-01-19 05:00:00+01:00,502.45,70.33,180.98,29.85,0.0,46.3,6.27,9.66
2025-01-19 06:00:00+01:00,506.85,66.38,178.12,29.33,0.0,46.99,9.13,9.28
2025-01-19 07:00:00+01:00,531.65,93.1,178.6,29.36,0.0,44.95,3.92,9.15
2025-01-19 08:00:00+01:00,524.51,97.61,185.19,30.58,1.75,50.43,5.14,9.33
2025-01-19 09:00:00+01:00,535.28,95.86,183.08,30.1,27.68,46.99,5.39,10.06
2025-01-19 10:00:00+01:00,525.54,95.06,181.88,29.91,72.52,44.14,5.42,8.82
2025-01-19 11:00:00+01:00,522.54,95.51,182.36,30.09,112.53,42.97,5.34,8.38
2025-01-19 12:00:00+01:00,531.75,97.52,185.77,30.69,142.81,49.37,10.75,7.89
2025-01-19 13:00:00+01:00,527.42,95.28,182.11,29.99,144.54,43.52,10.5,8.4
2025-01-19 14:00:00+01:00,528.65,107.33,183.82,30.29,103.36,43.74,18.14,11.5
2025-01-19 15:00:00+01:00,533.5,101.05,185.51,30.6,38.49,45.02,25.31,15.16
2025-01-19 16:00:00+01:00,531.67,108.76,191.24,32.48,2.33,48.06,25.99,27.03
2025-01-19 17:00:00+01:00,536.79,121.23,197.7,34.01,0.0,45.44,33.83,41.8
2025-01-19 18:00:00+01:00,545.19,124.05,199.74,34.22,0.0,48.82,34.47,57.72
2025-01-19 19:00:00+01:00,547.28,112.07,197.44,33.56,0.0,52.79,42.62,63.86
2025-01-19 20:00:00+01:00,529.73,107.91,191.48,31.58,0.0,43.75,56.69,75.08
2025-01-19 21:00:00+01:00,531.22,106.68,190.01,31.36,0.0,49.08,84.79,81.99
2025-01-19 22:00:00+01:00,534.46,70.56,184.42,23.05,0.0,45.0,123.5,87.38
2025-01-19 23:00:00+01:00,536.32,68.75,185.29,21.45,0.0,47.61,126.71,92.08
2025-01-20 00:00:00+01:00,535.28,66.1,180.83,20.62,0.0,46.85,133.68,119.11
2025-01-20 01:00:00+01:00,534.66,68.42,184.41,21.34,0.0,46.97,144.19,130.08
2025-01-20 02:00:00+01:00,529.94,68.73,184.71,21.43,0.0,45.88,189.23,131.82
2025-01-20 03:00:00+01:00,505.03,68.86,184.83,21.46,0.0,46.17,243.35,122.9
2025-01-20 04:00:00+01:00,515.83,69.94,187.2,21.79,0.0,50.68,244.86,124.46
2025-01-20 05:00:00+01:00,512.98,69.09,185.66,21.52,0.0,48.08,301.79,133.29
2025-01-20 06:00:00+01:00,539.33,75.23,194.26,23.17,0.0,54.12,321.32,131.71
2025-01-20 07:00:00+01:00,558.26,106.47,197.0,24.71,0.0,48.71,274.3,124.21
2025-01-20 08:00:00+01:00,578.96,114.58,198.43,32.98,5.88,47.66,293.85,99.73
2025-01-20 09:00:00+01:00,590.29,119.04,199.23,34.35,75.6,48.49,278.52,83.5
2025-01-20 10:00:00+01:00,577.47,129.08,211.12,37.07,189.46,53.83,247.85,61.45
2025-01-20 11:00:00+01:00,537.68,130.95,213.69,38.06,248.62,50.46,210.44,39.69
2025-01-20 12:00:00+01:00,542.61,134.0,213.63,38.04,250.69,52.17,133.68,34.34
2025-01-20 13:00:00+01:00,533.64,153.95,218.83,38.49,224.47,52.56,88.95,23.9
2025-01-20 14:00:00+01:00,571.48,148.5,208.07,35.97,115.88,50.21,136.22,25.79
2025-01-20 15:00:00+01:00,615.04,148.84,209.03,36.17,28.74,54.01,121.0,23.66
2025-01-20 16:00:00+01:00,635.43,155.52,219.23,38.9,1.51,58.34,48.52,21.23
2025-01-20 17:00:00+01:00,638.3,153.76,216.09,40.53,0.0,50.48,55.5,26.02
2025-01-20 18:00:00+01:00,638.66,154.01,216.97,40.69,0.0,50.65,20.07,40.15
2025-01-20 19:00:00+01:00,641.58,154.28,217.36,40.79,0.0,50.55,79.64,57.62
2025-01-20 20:00:00+01:00,572.14,153.37,216.25,38.71,0.0,50.0,204.03,60.35
2025-01-20 21:00:00+01:00,533.46,164.48,233.71,41.13,0.0,51.34,212.21,54.4
2025-01-20 22:00:00+01:00,532.19,132.39,233.78,41.28,0.0,51.44,175.38,80.49
2025-01-20 23:00:00+01:00,525.49,129.53,233.56,41.2,0.0,51.06,165.84,94.72
2025-01-21 00:00:00+01:00,516.04,128.65,232.26,40.84,0.0,50.74,181.23,120.87
2025-01-21 01:00:00+01:00,520.56,124.46,226.21,39.54,0.0,49.21,200.38,139.11
2025-01-21 02:00:00+01:00,529.98,126.55,229.68,40.19,0.0,63.11,241.81,136.9
2025-01-21 03:00:00+01:00,524.57,126.7,230.32,40.32,0.0,65.12,225.71,123.25
2025-01-21 04:00:00+01:00,526.48,125.35,228.01,39.88,0.0,61.93,242.53,132.44
2025-01-21 05:00:00+01:00,528.77,125.59,227.51,39.95,0.0,63.65,270.28,135.59
2025-01-21 06:00:00+01:00,533.16,132.13,237.29,41.74,0.0,62.41,279.39,128.99
2025-01-21 07:00:00+01:00,539.37,164.28,242.47,42.64,0.0,63.28,317.9,139.86
2025-01-21 08:00:00+01:00,537.12,161.58,237.15,41.6,0.09,52.06,333.51,141.97
2025-01-21 09:00:00+01:00,529.51,158.65,228.99,40.03,6.21,50.97,424.12,138.13
2025-01-21 10:00:00+01:00,459.75,166.12,236.87,41.62,19.12,62.29,459.44,141.37
2025-01-21 11:00:00+01:00,451.38,168.47,240.48,42.31,32.69,58.67,357.78,155.55
2025-01-21 12:00:00+01:00,512.53,167.6,237.81,41.78,42.21,54.21,390.5,124.29
2025-01-21 13:00:00+01:00,522.76,166.72,236.54,41.54,36.77,58.7,309.17,111.72
2025-01-21 14:00:00+01:00,522.1,165.95,235.13,41.33,24.96,52.07,235.34,104.05
2025-01-21 15:00:00+01:00,529.56,163.77,231.33,40.78,9.41,51.0,304.26,98.57
2025-01-21 16:00:00+01:00,534.39,168.18,238.26,42.92,0.72,52.91,355.96,100.29
2025-01-21 17:00:00+01:00,524.55,173.56,246.22,45.03,0.0,57.23,345.59,127.29
2025-01-21 18:00:00+01:00,522.54,176.36,243.61,44.89,0.0,52.04,417.26,182.9
2025-01-21 19:00:00+01:00,528.15,176.6,243.85,43.67,0.0,54.77,467.72,195.88
2025-01-21 20:00:00+01:00,532.96,170.88,242.49,42.69,0.0,52.69,435.86,151.64
2025-01-21 21:00:00+01:00,538.0,173.46,238.29,41.88,0.0,55.22,337.16,108.16
2025-01-21 22:00:00+01:00,522.8,133.26,235.14,41.26,0.0,51.59,268.55,97.52
2025-01-21 23:00:00+01:00,443.43,132.86,239.04,41.99,0.0,52.48,218.71,91.46
2025-01-22 00:00:00+01:00,270.38,129.14,231.95,40.83,0.0,51.12,193.6,90.55
2025-01-22 01:00:00+01:00,268.47,136.26,243.98,43.06,0.0,66.95,188.47,79.76
2025-01-22 02:00:00+01:00,269.74,136.69,245.05,43.2,0.0,69.09,203.18,82.48
2025-01-22 03:00:00+01:00,270.96,127.68,229.33,40.38,0.0,51.39,182.93,73.36
2025-01-22 04:00:00+01:00,272.06,127.87,229.97,40.45,0.0,51.23,163.66,67.93
2025-01-22 05:00:00+01:00,268.1,128.48,231.37,40.65,0.0,51.6,166.97,60.13
2025-01-22 06:00:00+01:00,267.29,132.62,238.72,41.91,0.0,60.69,182.37,51.75
2025-01-22 07:00:00+01:00,269.14,134.11,240.83,43.52,0.0,60.32,199.88,52.24
2025-01-22 08:00:00+01:00,266.43,136.66,244.65,45.41,1.27,64.38,208.82,53.15
2025-01-22 09:00:00+01:00,265.61,142.72,246.13,45.25,25.16,68.9,208.4,58.89
2025-01-22 10:00:00+01:00,265.34,131.4,235.99,43.29,58.2,51.08,181.46,57.0
2025-01-22 11:00:00+01:00,263.57,134.71,237.31,43.52,94.32,58.45,148.81,78.92
2025-01-22 12:00:00+01:00,261.41,161.23,236.78,43.51,107.21,61.28,161.05,88.81
2025-01-22 13:00:00+01:00,260.82,162.31,229.75,42.12,110.64,51.06,217.72,110.63
2025-01-22 14:00:00+01:00,231.89,163.25,230.91,39.89,72.91,50.95,303.27,122.62
2025-01-22 15:00:00+01:00,217.48,166.1,234.71,40.14,29.38,56.48,277.72,126.23
2025-01-22 16:00:00+01:00,216.79,165.96,234.97,40.85,1.97,50.2,335.45,166.2
2025-01-22 17:00:00+01:00,216.85,167.69,237.2,41.66,0.0,53.42,396.96,195.55
2025-01-22 18:00:00+01:00,218.02,167.67,237.22,41.64,0.0,51.53,514.97,191.23
2025-01-22 19:00:00+01:00,217.02,167.79,237.62,41.71,0.0,51.45,599.18,200.46
2025-01-22 20:00:00+01:00,217.05,166.58,235.62,41.35,0.0,51.7,673.78,181.71
2025-01-22 21:00:00+01:00,211.19,156.25,230.65,40.39,0.0,50.4,744.46,183.17
2025-01-22 22:00:00+01:00,210.74,121.65,230.19,40.32,0.0,49.35,714.06,179.14
2025-01-22 23:00:00+01:00,215.8,118.11,228.76,40.09,0.0,52.86,657.48,179.43
2025-01-23 00:00:00+01:00,216.53,82.97,190.3,35.38,0.0,46.86,687.67,186.98
2025-01-23 01:00:00+01:00,219.38,71.13,139.02,32.1,0.0,49.23,733.46,204.8
2025-01-23 02:00:00+01:00,221.64,59.32,122.43,28.4,0.0,48.55,695.72,200.84
2025-01-23 03:00:00+01:00,217.69,59.2,117.75,20.63,0.0,43.98,728.25,206.2
2025-01-23 04:00:00+01:00,211.1,67.48,130.13,20.95,0.0,45.34,707.86,199.72
2025-01-23 05:00:00+01:00,217.0,84.15,174.31,26.16,0.0,47.1,681.06,182.55
2025-01-23 06:00:00+01:00,207.97,95.89,224.66,29.56,0.0,49.8,674.94,181.92
2025-01-23 07:00:00+01:00,208.75,128.35,231.44,31.77,0.0,48.79,684.88,181.28
2025-01-23 08:00:00+01:00,202.59,134.63,233.64,39.4,0.04,49.29,803.79,181.22
2025-01-23 09:00:00+01:00,214.79,137.91,234.33,40.77,8.04,53.82,792.74,176.42
2025-01-23 10:00:00+01:00,216.81,127.81,230.84,40.34,32.71,59.3,750.03,172.81
2025-01-23 11:00:00+01:00,216.15,95.09,225.09,39.21,39.14,53.33,770.59,240.17
2025-01-23 12:00:00+01:00,215.43,93.96,224.65,39.22,33.42,44.14,821.22,315.9
2025-01-23 13:00:00+01:00,213.33,91.8,219.9,38.52,47.22,43.48,871.8,374.7
2025-01-23 14:00:00+01:00,216.5,92.08,221.35,38.64,69.84,46.8,881.65,380.89
2025-01-23 15:00:00+01:00,209.41,82.35,206.6,35.58,32.02,45.48,913.55,407.93
2025-01-23 16:00:00+01:00,216.03,51.52,156.6,25.95,3.18,38.39,924.69,407.09
2025-01-23 17:00:00+01:00,218.3,52.6,158.03,26.28,0.0,38.39,926.22,426.05
2025-01-23 18:00:00+01:00,237.97,53.36,158.78,26.57,0.0,38.72,935.24,436.18
2025-01-23 19:00:00+01:00,234.18,98.63,170.61,125.52,0.0,52.87,938.46,427.33
2025-01-23 20:00:00+01:00,244.44,56.63,158.53,54.7,0.0,38.64,906.24,371.84
2025-01-23 21:00:00+01:00,243.68,56.73,163.23,27.59,0.0,38.98,915.21,333.9
2025-01-23 22:00:00+01:00,245.72,83.13,206.3,35.83,0.0,42.28,905.87,310.12
2025-01-23 23:00:00+01:00,246.15,84.6,209.71,36.29,0.0,42.33,912.43,301.4
2025-01-24 00:00:00+01:00,245.77,82.54,206.7,29.38,0.0,43.34,903.95,287.13
2025-01-24 01:00:00+01:00,245.78,78.04,199.48,24.24,0.0,42.03,886.26,298.41
2025-01-24 02:00:00+01:00,243.8,50.62,154.58,15.68,0.0,38.28,866.2,296.81
2025-01-24 03:00:00+01:00,245.33,48.18,150.33,14.91,0.0,37.3,885.38,325.3
2025-01-24 04:00:00+01:00,242.83,48.62,151.07,15.04,0.0,37.28,860.54,340.97
2025-01-24 05:00:00+01:00,243.3,48.33,150.59,14.95,0.0,37.45,869.9,347.68
2025-01-24 06:00:00+01:00,248.22,54.32,160.39,16.83,0.0,39.39,855.44,345.85
2025-01-24 07:00:00+01:00,254.18,75.68,195.17,24.17,0.0,40.49,841.14,357.21
2025-01-24 08:00:00+01:00,256.87,80.31,203.08,32.74,3.28,41.86,897.03,339.47
2025-01-24 09:00:00+01:00,258.12,81.95,205.67,35.6,39.51,41.78,897.67,337.87
2025-01-24 10:00:00+01:00,277.84,77.66,178.98,34.07,83.98,40.87,885.57,363.32
2025-01-24 11:00:00+01:00,247.57,70.48,133.44,31.88,115.65,40.45,893.04,367.87
2025-01-24 12:00:00+01:00,250.9,72.29,128.23,32.43,119.49,40.68,872.28,364.32
2025-01-24 13:00:00+01:00,251.66,71.49,126.41,32.18,47.46,40.29,927.95,370.42
2025-01-24 14:00:00+01:00,277.25,71.92,126.06,32.31,21.8,40.23,939.53,446.74
2025-01-24 15:00:00+01:00,279.32,81.41,143.08,35.27,12.03,42.7,929.36,472.23
