,"('Fossil Gas', 'Actual Aggregated')","('Hydro Pumped Storage', 'Actual Aggregated')","('Hydro Pumped Storage', 'Actual Consumption')","('Hydro Run-of-river and poundage', 'Actual Aggregated')","('Hydro Water Reservoir', 'Actual Aggregated')","('Waste', 'Actual Aggregated')","('Wind Offshore', 'Actual Aggregated')","('Wind Offshore', 'Actual Consumption')","('Wind Onshore', 'Actual Aggregated')",Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Waste,Wind Onshore
2025-11-02 17:45:00+01:00,1.51,200.96,,1003.01,6165.15,5.0,4.3,,546.61,,,,,,
2025-11-02 18:00:00+01:00,1.51,196.62,,998.4,6113.43,5.0,4.4,,537.05,,,,,,
2025-11-02 18:15:00+01:00,1.51,194.23,,998.87,6080.41,5.0,4.4,,542.15,,,,,,
2025-11-02 18:30:00+01:00,1.51,194.82,,998.37,5999.71,5.0,4.4,,622.16,,,,,,
2025-11-02 18:45:00+01:00,1.51,194.28,,998.25,5955.97,5.0,4.4,,667.43,,,,,,
2025-11-02 19:00:00+01:00,1.51,195.61,,998.65,5951.11,5.0,4.5,,687.79,,,,,,
2025-11-02 19:15:00+01:00,1.51,196.56,,996.95,5961.62,4.95,4.5,,726.68,,,,,,
2025-11-02 19:30:00+01:00,1.51,195.13,,997.21,5865.03,5.0,4.5,,762.27,,,,,,
2025-11-02 19:45:00+01:00,1.51,192.54,,997.06,5837.05,5.0,4.5,,738.96,,,,,,
2025-11-02 20:00:00+01:00,1.51,197.46,,998.57,5633.03,5.0,4.5,,690.15,,,,,,
2025-11-02 20:15:00+01:00,1.51,196.41,,999.13,5587.74,5.0,4.5,,704.71,,,,,,
2025-11-02 20:30:00+01:00,1.51,134.59,,1000.05,5697.33,5.0,4.5,,699.31,,,,,,
2025-11-02 20:45:00+01:00,1.51,120.04,,1001.49,5515.82,4.78,4.5,,704.47,,,,,,
2025-11-02 21:00:00+01:00,1.51,123.6,,998.08,5385.91,4.89,4.4,,709.85,,,,,,
2025-11-02 21:15:00+01:00,1.51,123.45,,998.62,5300.92,4.98,4.4,,688.78,,,,,,
2025-11-02 21:30:00+01:00,1.51,116.29,,1001.69,5301.39,4.97,4.4,,633.69,,,,,,
2025-11-02 21:45:00+01:00,1.51,120.29,,1000.53,5220.54,4.94,4.4,,607.51,,,,,,
2025-11-02 22:00:00+01:00,1.51,,7.82,1000.1,4895.75,5.0,4.4,,607.94,,,,,,
2025-11-02 22:15:00+01:00,1.51,,18.29,1000.21,4759.65,5.0,4.4,,577.21,,,,,,
2025-11-02 22:30:00+01:00,1.51,,18.27,1000.88,4701.92,5.0,4.4,,538.17,,,,,,
2025-11-02 22:45:00+01:00,1.51,,18.3,1001.33,4596.13,5.0,4.4,,491.25,,,,,,
2025-11-02 23:00:00+01:00,1.51,,18.27,999.44,4220.79,4.62,4.2,,502.91,,,,,,
2025-11-02 23:15:00+01:00,1.51,,18.27,1000.02,4092.4,4.72,4.2,,492.54,,,,,,
2025-11-02 23:30:00+01:00,1.51,,18.32,999.64,4017.58,4.68,4.2,,502.28,,,,,,
2025-11-02 23:45:00+01:00,1.51,,18.43,1001.29,3890.16,4.62,4.2,,508.49,,,,,,
2025-11-03 00:00:00+01:00,7.78,,18.29,1008.97,4045.3,4.53,4.1,,501.39,,,,,,
2025-11-03 00:15:00+01:00,6.19,,18.26,1013.21,3914.98,4.52,4.1,,490.02,,,,,,
2025-11-03 00:30:00+01:00,7.33,,18.27,1012.01,4015.02,4.34,4.1,,466.97,,,,,,
2025-11-03 00:45:00+01:00,6.92,,18.26,1010.13,3923.29,4.33,4.1,,456.92,,,,,,
2025-11-03 01:00:00+01:00,6.95,,18.27,1010.86,3567.38,4.42,4.2,,473.04,,,,,,
2025-11-03 01:15:00+01:00,7.46,,18.3,1010.49,3516.83,4.5,4.2,,446.91,,,,,,
2025-11-03 01:30:00+01:00,7.62,,18.28,1009.32,3519.6,4.41,4.2,,430.2,,,,,,
2025-11-03 01:45:00+01:00,7.74,,18.29,1010.39,3465.55,4.49,4.2,,445.16,,,,,,
2025-11-03 02:00:00+01:00,7.52,,18.27,1007.84,3098.22,4.36,4.1,,457.94,,,,,,
2025-11-03 02:15:00+01:00,6.97,,18.28,1006.87,3047.46,4.49,4.1,,447.21,,,,,,
2025-11-03 02:30:00+01:00,7.13,,18.28,1004.32,3036.12,4.44,4.1,,421.3,,,,,,
2025-11-03 02:45:00+01:00,7.09,,18.29,1005.0,2977.18,4.62,4.1,,411.52,,,,,,
2025-11-03 03:00:00+01:00,6.9,,18.27,1012.67,2889.66,4.57,3.9,,427.83,,,,,,
2025-11-03 03:15:00+01:00,7.28,,18.27,1009.63,2886.38,4.61,3.9,,447.69,,,,,,
2025-11-03 03:30:00+01:00,7.54,,18.28,1010.78,2851.61,4.73,3.9,,499.66,,,,,,
2025-11-03 03:45:00+01:00,7.35,,18.28,1009.93,2938.47,4.76,3.9,,573.87,,,,,,
2025-11-03 04:00:00+01:00,7.08,,18.23,1007.61,2952.7,4.4,3.7,,579.36,,,,,,
2025-11-03 04:15:00+01:00,7.12,,18.26,1009.31,2922.25,4.5,3.7,,577.63,,,,,,
2025-11-03 04:30:00+01:00,7.36,,18.29,1009.84,2909.66,4.6,3.7,,520.89,,,,,,
2025-11-03 04:45:00+01:00,7.04,,18.31,1009.58,2885.17,4.37,3.7,,506.84,,,,,,
2025-11-03 05:00:00+01:00,6.97,,18.27,1010.12,2987.5,4.24,3.8,,519.15,,,,,,
2025-11-03 05:15:00+01:00,8.07,,18.29,1010.14,2981.69,4.42,3.8,,509.11,,,,,,
2025-11-03 05:30:00+01:00,8.27,,18.28,1008.16,2977.99,4.44,3.8,,500.71,,,,,,
2025-11-03 05:45:00+01:00,7.67,,18.27,1007.52,3006.19,4.4,3.8,,460.66,,,,,,
2025-11-03 06:00:00+01:00,7.56,,18.34,1008.68,3222.51,4.86,3.8,,433.64,,,,,,
2025-11-03 06:15:00+01:00,7.62,,18.32,1006.81,3362.76,4.87,3.8,,483.53,,,,,,
2025-11-03 06:30:00+01:00,7.47,,18.25,1009.72,3673.17,5.0,3.8,,503.7,,,,,,
2025-11-03 06:45:00+01:00,8.16,,18.29,1011.37,3676.75,5.0,3.8,,508.65,,,,,,
2025-11-03 07:00:00+01:00,9.33,,18.25,1007.86,3912.44,5.0,4.0,,539.83,,,,,,
2025-11-03 07:15:00+01:00,7.78,,18.24,1006.4,4050.34,5.0,4.0,,554.51,,,,,,
2025-11-03 07:30:00+01:00,7.65,18.2,,1001.05,4003.17,5.0,4.0,,500.15,,,,,,
2025-11-03 07:45:00+01:00,8.65,131.28,,996.21,4131.78,5.0,4.0,,511.03,,,,,,
2025-11-03 08:00:00+01:00,9.58,130.63,,986.61,4940.65,5.0,4.2,,594.89,,,,,,
2025-11-03 08:15:00+01:00,9.72,126.1,,984.69,5045.82,5.0,4.2,,638.66,,,,,,
2025-11-03 08:30:00+01:00,8.6,119.61,,979.72,4631.49,5.0,4.2,,557.7,,,,,,
2025-11-03 08:45:00+01:00,9.41,115.53,,981.2,4629.43,5.0,4.2,,579.19,,,,,,
2025-11-03 09:00:00+01:00,9.27,192.26,,993.37,5054.96,5.0,4.2,,582.21,,,,,,
2025-11-03 09:15:00+01:00,9.47,205.15,,1001.68,5143.04,5.0,4.2,,579.55,,,,,,
2025-11-03 09:30:00+01:00,9.23,194.49,,1005.05,4964.16,5.0,4.2,,577.92,,,,,,
2025-11-03 09:45:00+01:00,9.32,156.28,,1004.68,4586.58,5.0,4.2,,600.94,,,,,,
2025-11-03 10:00:00+01:00,9.25,223.62,,995.17,4967.37,5.0,4.5,,621.73,,,,,,
2025-11-03 10:15:00+01:00,9.13,197.74,,993.53,4810.25,5.0,4.5,,643.4,,,,,,
2025-11-03 10:30:00+01:00,9.51,129.16,,993.8,4640.37,5.0,4.5,,674.74,,,,,,
2025-11-03 10:45:00+01:00,9.37,121.47,,994.87,4138.48,5.0,4.5,,685.46,,,,,,
2025-11-03 11:00:00+01:00,9.63,130.61,,990.69,4734.17,5.0,4.5,,681.65,,,,,,
2025-11-03 11:15:00+01:00,8.7,120.07,,990.33,4648.77,5.0,4.5,,714.97,,,,,,
2025-11-03 11:30:00+01:00,8.79,122.8,,987.95,4419.14,5.0,4.5,,758.14,,,,,,
2025-11-03 11:45:00+01:00,7.96,116.76,,982.94,4294.0,5.0,4.5,,816.1,,,,,,
2025-11-03 12:00:00+01:00,7.67,112.08,,980.63,4249.86,5.0,4.5,,852.86,,,,,,
2025-11-03 12:15:00+01:00,7.62,107.74,,978.58,3911.43,5.0,4.5,,890.44,,,,,,
2025-11-03 12:30:00+01:00,7.59,90.48,,979.0,3806.07,5.0,4.5,,904.72,,,,,,
2025-11-03 12:45:00+01:00,8.29,95.23,,978.2,3837.98,5.0,4.5,,916.86,,,,,,
2025-11-03 13:00:00+01:00,7.62,84.1,,973.21,3782.39,5.0,4.5,,935.78,,,,,,
2025-11-03 13:15:00+01:00,7.4,82.43,,972.47,4000.57,5.0,4.5,,955.26,,,,,,
2025-11-03 13:30:00+01:00,7.42,86.4,,966.47,4250.27,5.0,4.5,,962.27,,,,,,
2025-11-03 13:45:00+01:00,7.67,95.63,,966.95,4129.25,5.0,4.5,,944.2,,,,,,
2025-11-03 14:00:00+01:00,8.52,110.02,,968.96,3798.3,5.0,4.4,,963.02,,,,,,
2025-11-03 14:15:00+01:00,7.85,131.57,,980.68,4074.24,5.0,4.4,,931.19,,,,,,
2025-11-03 14:30:00+01:00,8.01,116.16,,984.86,4685.7,5.0,4.4,,905.31,,,,,,
2025-11-03 14:45:00+01:00,7.98,120.25,,989.47,5065.23,5.0,4.4,,890.09,,,,,,
2025-11-03 15:00:00+01:00,7.98,89.32,,992.26,4410.94,5.0,4.5,,894.71,,,,,,
2025-11-03 15:15:00+01:00,8.23,121.3,,991.82,4706.07,5.0,4.5,,901.05,,,,,,
2025-11-03 15:30:00+01:00,8.7,126.08,,991.03,4908.68,5.0,4.5,,896.27,,,,,,
2025-11-03 15:45:00+01:00,8.93,118.26,,988.64,4909.92,5.0,4.5,,876.39,,,,,,
2025-11-03 16:00:00+01:00,8.16,113.62,,993.47,4845.76,5.0,4.5,,841.47,,,,,,
2025-11-03 16:15:00+01:00,8.23,113.55,,997.65,4904.75,5.0,4.5,,806.57,,,,,,
2025-11-03 16:30:00+01:00,8.03,117.98,,998.65,5005.3,5.0,4.5,,741.94,,,,,,
2025-11-03 16:45:00+01:00,8.12,121.47,,997.47,5066.01,5.0,4.5,,662.58,,,,,,
2025-11-03 17:00:00+01:00,8.1,207.36,,998.64,5364.27,5.0,4.5,,604.1,,,,,,
2025-11-03 17:15:00+01:00,8.57,228.34,,1001.88,5667.05,5.0,4.5,,537.64,,,,,,
2025-11-03 17:30:00+01:00,8.38,226.88,,1003.09,5635.49,5.0,4.5,,495.66,,,,,,
2025-11-03 17:45:00+01:00,8.38,227.53,,1002.47,5729.53,5.0,4.5,,433.84,,,,,,
2025-11-03 18:00:00+01:00,8.23,227.12,,1000.91,5596.18,5.0,4.3,,398.84,,,,,,
2025-11-03 18:15:00+01:00,8.14,223.2,,1002.24,5519.12,5.0,4.3,,405.81,,,,,,
2025-11-03 18:30:00+01:00,8.21,193.6,,1001.02,5407.9,5.0,4.3,,391.32,,,,,,
2025-11-03 18:45:00+01:00,8.87,132.18,,997.77,5225.82,5.0,4.3,,383.83,,,,,,
2025-11-03 19:00:00+01:00,8.94,124.85,,1001.24,5036.47,5.0,4.0,,391.06,,,,,,
2025-11-03 19:15:00+01:00,8.46,123.75,,1006.26,4856.36,5.0,4.0,,391.44,,,,,,
2025-11-03 19:30:00+01:00,8.35,123.99,,1006.13,4729.91,5.0,4.0,,407.21,,,,,,
2025-11-03 19:45:00+01:00,8.25,123.78,,1007.6,4359.62,5.0,4.0,,429.75,,,,,,
2025-11-03 20:00:00+01:00,8.21,,7.8,1006.62,3891.26,5.0,4.2,,463.68,,,,,,
2025-11-03 20:15:00+01:00,8.2,,18.23,1007.28,3640.18,5.0,4.2,,488.92,,,,,,
2025-11-03 20:30:00+01:00,8.45,,18.31,1007.36,3400.17,5.0,4.2,,512.19,,,,,,
2025-11-03 20:45:00+01:00,8.76,,18.29,1007.2,3196.52,5.0,4.2,,564.21,,,,,,
2025-11-03 21:00:00+01:00,8.75,,18.28,1006.42,2840.2,5.0,4.2,,598.88,,,,,,
2025-11-03 21:15:00+01:00,8.4,,18.24,1008.3,2574.71,5.0,4.2,,639.64,,,,,,
2025-11-03 21:30:00+01:00,8.11,,18.26,1008.13,2674.35,5.0,4.2,,680.29,,,,,,
2025-11-03 21:45:00+01:00,8.39,,18.25,1011.39,2548.56,5.0,4.2,,716.71,,,,,,
2025-11-03 22:00:00+01:00,8.87,,18.26,1011.4,2436.14,5.0,4.4,,718.71,,,,,,
2025-11-03 22:15:00+01:00,8.86,,44.81,1010.06,2183.22,5.0,4.4,,709.69,,,,,,
2025-11-03 22:30:00+01:00,8.48,,216.21,1012.44,2123.53,5.0,4.4,,723.83,,,,,,
2025-11-03 22:45:00+01:00,8.18,,256.79,1009.01,1854.67,5.0,4.4,,740.41,,,,,,
2025-11-03 23:00:00+01:00,7.83,,257.78,1006.05,1782.78,5.0,4.5,,757.08,,,,,,
2025-11-03 23:15:00+01:00,7.68,,257.37,1003.91,1637.43,5.0,4.5,,786.29,,,,,,
2025-11-03 23:30:00+01:00,9.1,,256.53,1005.15,1589.31,5.0,4.5,,775.41,,,,,,
2025-11-03 23:45:00+01:00,10.02,,256.45,998.88,1500.88,5.0,4.5,,788.67,,,,,,
2025-11-04 00:00:00+01:00,10.98,,259.31,1006.41,1642.71,5.0,4.5,,798.96,,,,,,
2025-11-04 00:15:00+01:00,6.23,,260.69,999.03,1687.85,5.0,4.5,,881.28,,,,,,
2025-11-04 00:30:00+01:00,6.05,,259.99,1001.59,1681.07,5.0,4.5,,945.78,,,,,,
2025-11-04 00:45:00+01:00,5.61,,259.97,1014.76,1643.8,5.0,4.5,,1006.39,,,,,,
2025-11-04 01:00:00+01:00,5.21,,259.96,1016.88,1674.14,5.0,4.5,,1044.45,,,,,,
2025-11-04 01:15:00+01:00,5.24,,261.54,1014.52,1623.68,5.0,4.5,,1064.47,,,,,,
2025-11-04 01:30:00+01:00,7.54,,259.24,1018.51,1640.49,5.0,4.5,,1076.7,,,,,,
2025-11-04 01:45:00+01:00,8.06,,259.09,1018.44,1670.11,5.0,4.5,,1064.69,,,,,,
2025-11-04 02:00:00+01:00,8.07,,258.08,1005.28,1702.14,5.0,4.5,,1041.07,,,,,,
2025-11-04 02:15:00+01:00,8.29,,258.75,1002.08,1672.51,5.0,4.5,,1032.09,,,,,,
2025-11-04 02:30:00+01:00,7.63,,259.64,1002.15,1662.62,5.0,4.5,,1040.71,,,,,,
2025-11-04 02:45:00+01:00,7.3,,260.31,999.95,1652.21,5.0,4.5,,1049.25,,,,,,
2025-11-04 03:00:00+01:00,7.43,,259.58,1012.48,1636.23,5.0,4.5,,1061.66,,,,,,
2025-11-04 03:15:00+01:00,7.71,,259.15,1012.29,1638.71,5.0,4.5,,1072.35,,,,,,
2025-11-04 03:30:00+01:00,7.95,,259.1,1012.52,1647.91,5.0,4.5,,1078.7,,,,,,
2025-11-04 03:45:00+01:00,7.99,,258.98,1015.13,1662.92,5.0,4.5,,1106.73,,,,,,
2025-11-04 04:00:00+01:00,7.44,,259.37,1015.4,1617.65,5.0,4.5,,1115.3,,,,,,
2025-11-04 04:15:00+01:00,7.08,,259.24,1016.24,1508.26,5.0,4.5,,1121.49,,,,,,
2025-11-04 04:30:00+01:00,7.26,,259.08,1018.6,1591.65,5.0,4.5,,1114.85,,,,,,
2025-11-04 04:45:00+01:00,7.74,,259.14,1018.78,1596.06,5.0,4.5,,1104.66,,,,,,
2025-11-04 05:00:00+01:00,8.4,,258.98,1019.4,1505.52,4.99,4.5,,1090.14,,,,,,
2025-11-04 05:15:00+01:00,8.28,,259.06,1019.6,1560.14,5.0,4.5,,1089.34,,,,,,
2025-11-04 05:30:00+01:00,8.36,,259.58,1020.19,1492.1,5.0,4.5,,1091.65,,,,,,
2025-11-04 05:45:00+01:00,7.92,,259.27,1021.51,1646.64,5.0,4.5,,1104.85,,,,,,
2025-11-04 06:00:00+01:00,7.55,,258.83,1025.42,1524.01,5.0,4.6,,1113.87,,,,,,
2025-11-04 06:15:00+01:00,7.8,,179.16,1026.57,1499.01,5.0,4.6,,1124.82,,,,,,
2025-11-04 06:30:00+01:00,8.38,,174.24,1025.85,1654.66,5.0,4.6,,1109.61,,,,,,
2025-11-04 06:45:00+01:00,8.48,,173.69,1026.07,1746.55,5.0,4.6,,1112.37,,,,,,
2025-11-04 07:00:00+01:00,8.81,,173.27,1032.63,1664.94,5.0,4.5,,1116.25,,,,,,
2025-11-04 07:15:00+01:00,8.69,,173.65,1029.19,1783.24,5.0,4.5,,1105.83,,,,,,
2025-11-04 07:30:00+01:00,7.03,,175.72,1022.18,1946.26,5.0,4.5,,1097.97,,,,,,
2025-11-04 07:45:00+01:00,7.13,,175.23,1024.94,2093.42,5.0,4.5,,1084.98,,,,,,
2025-11-04 08:00:00+01:00,8.85,,57.36,1022.06,2071.84,5.0,4.5,,1072.35,,,,,,
2025-11-04 08:15:00+01:00,8.94,,22.31,1024.05,2182.09,5.0,4.5,,1037.23,,,,,,
2025-11-04 08:30:00+01:00,8.6,,22.41,1022.57,2414.85,5.0,4.5,,969.65,,,,,,
2025-11-04 08:45:00+01:00,7.6,,22.41,1021.32,2495.27,5.0,4.5,,940.78,,,,,,
2025-11-04 09:00:00+01:00,6.98,,21.17,1033.03,2565.4,5.0,4.4,,888.31,,,,,,
2025-11-04 09:15:00+01:00,6.71,,21.11,1035.59,2631.75,5.0,4.4,,815.72,,,,,,
2025-11-04 09:30:00+01:00,6.78,,21.08,1037.87,2694.06,5.0,4.4,,792.18,,,,,,
2025-11-04 09:45:00+01:00,7.03,,21.16,1036.38,2700.09,5.0,4.4,,763.64,,,,,,
2025-11-04 10:00:00+01:00,5.52,,21.34,1041.99,2726.41,5.0,4.4,,769.48,,,,,,
2025-11-04 10:15:00+01:00,2.16,,21.21,1047.01,2724.31,5.0,4.4,,789.65,,,,,,
2025-11-04 10:30:00+01:00,4.23,,21.2,1049.12,2599.27,5.0,4.4,,818.12,,,,,,
2025-11-04 10:45:00+01:00,5.97,,21.22,1048.5,2403.15,5.09,4.4,,792.85,,,,,,
2025-11-04 11:00:00+01:00,6.2,,21.18,1046.82,2501.5,5.26,4.4,,784.04,,,,,,
2025-11-04 11:15:00+01:00,6.62,,21.2,1048.04,2478.19,5.24,4.4,,768.12,,,,,,
2025-11-04 11:30:00+01:00,7.14,,21.21,1044.68,2365.35,5.12,4.4,,754.17,,,,,,
2025-11-04 11:45:00+01:00,7.16,,21.19,1041.17,2330.58,5.05,4.4,,766.43,,,,,,
2025-11-04 12:00:00+01:00,7.32,,21.16,1025.5,2233.5,5.04,4.3,,761.82,,,,,,
2025-11-04 12:15:00+01:00,6.77,,21.34,1024.95,2307.77,5.01,4.3,,705.09,,,,,,
2025-11-04 12:30:00+01:00,6.56,,21.19,1022.25,2368.82,5.0,4.3,,677.51,,,,,,
2025-11-04 12:45:00+01:00,6.09,,21.16,1030.27,2553.82,5.01,4.3,,647.12,,,,,,
2025-11-04 13:00:00+01:00,6.28,,21.18,1025.67,2551.4,5.0,4.2,,630.78,,,,,,
2025-11-04 13:15:00+01:00,6.38,,21.17,1028.81,2714.32,5.0,4.2,,637.84,,,,,,
2025-11-04 13:30:00+01:00,6.27,,20.73,1029.7,2880.7,5.0,4.2,,635.7,,,,,,
2025-11-04 13:45:00+01:00,6.26,73.79,,1027.57,2953.8,5.03,4.2,,636.2,,,,,,
2025-11-04 14:00:00+01:00,6.75,78.92,,1029.42,2986.57,5.0,4.0,,647.15,,,,,,
2025-11-04 14:15:00+01:00,6.74,80.8,,1030.92,3112.54,5.0,4.0,,644.23,,,,,,
2025-11-04 14:30:00+01:00,6.61,81.17,,1031.41,3329.81,5.0,4.0,,630.37,,,,,,
2025-11-04 14:45:00+01:00,7.41,81.27,,1032.71,3458.74,5.0,4.0,,511.32,,,,,,
2025-11-04 15:00:00+01:00,8.43,83.2,,1039.25,3406.23,5.0,3.9,,433.87,,,,,,
2025-11-04 15:15:00+01:00,8.41,117.11,,1047.9,3607.24,5.0,3.9,,375.89,,,,,,
2025-11-04 15:30:00+01:00,8.08,123.12,,1046.02,3652.28,5.0,3.9,,349.26,,,,,,
2025-11-04 15:45:00+01:00,7.79,115.14,,1044.56,3792.4,5.0,3.9,,341.53,,,,,,
2025-11-04 16:00:00+01:00,7.53,123.34,,1046.82,3952.03,5.0,3.9,,365.38,,,,,,
2025-11-04 16:15:00+01:00,7.65,188.07,,1045.27,3966.41,5.0,3.9,,416.64,,,,,,
2025-11-04 16:30:00+01:00,7.88,173.42,,1048.78,3999.43,5.0,3.9,,384.06,,,,,,
2025-11-04 16:45:00+01:00,8.16,153.92,,1048.05,4041.69,5.0,3.9,,393.56,,,,,,
2025-11-04 17:00:00+01:00,8.05,202.5,,1048.91,4710.97,5.0,3.7,,369.86,,,,,,
2025-11-04 17:15:00+01:00,7.92,214.87,,1051.24,5102.38,5.0,3.7,,394.02,,,,,,
2025-11-04 17:30:00+01:00,7.55,207.46,,1051.53,5014.51,5.0,3.7,,412.67,,,,,,
2025-11-04 17:45:00+01:00,7.46,201.12,,1052.31,4923.91,5.0,3.7,,386.7,,,,,,
2025-11-04 18:00:00+01:00,8.29,191.78,,1047.74,4845.84,5.0,3.6,,383.83,,,,,,
2025-11-04 18:15:00+01:00,8.36,188.0,,1045.09,4801.73,5.0,3.6,,390.85,,,,,,
2025-11-04 18:30:00+01:00,7.79,175.92,,1043.73,4727.74,5.0,3.6,,399.88,,,,,,
2025-11-04 18:45:00+01:00,5.99,152.62,,1048.01,4608.5,5.0,3.6,,397.82,,,,,,
2025-11-04 19:00:00+01:00,5.74,187.47,,1045.15,4575.01,5.0,3.5,,353.08,,,,,,
2025-11-04 19:15:00+01:00,5.62,191.39,,1040.83,4548.97,5.0,3.5,,337.89,,,,,,
2025-11-04 19:30:00+01:00,7.73,174.04,,1040.78,4487.55,5.0,3.5,,360.96,,,,,,
2025-11-04 19:45:00+01:00,8.51,172.83,,1039.51,4477.21,5.0,3.5,,383.68,,,,,,
2025-11-04 20:00:00+01:00,8.52,192.48,,1041.65,4596.71,5.0,3.3,,411.94,,,,,,
2025-11-04 20:15:00+01:00,8.31,192.58,,1042.51,4436.97,5.0,3.3,,448.16,,,,,,
2025-11-04 20:30:00+01:00,8.19,192.96,,1041.78,4371.45,5.0,3.3,,499.61,,,,,,
2025-11-04 20:45:00+01:00,7.87,188.9,,1042.42,4341.12,5.0,3.3,,542.45,,,,,,
2025-11-04 21:00:00+01:00,7.94,185.2,,1039.59,4299.24,5.0,3.2,,568.97,,,,,,
2025-11-04 21:15:00+01:00,7.76,178.95,,1042.34,4229.26,5.0,3.2,,606.09,,,,,,
2025-11-04 21:30:00+01:00,7.9,123.78,,1047.24,4221.36,5.0,3.2,,672.72,,,,,,
2025-11-04 21:45:00+01:00,8.06,89.46,,1046.04,4137.4,5.0,3.2,,745.67,,,,,,
2025-11-04 22:00:00+01:00,8.05,119.2,,1046.5,4027.54,5.0,3.0,,790.73,,,,,,
2025-11-04 22:15:00+01:00,7.94,84.33,,1045.33,3896.62,5.0,3.0,,812.65,,,,,,
2025-11-04 22:30:00+01:00,7.72,81.78,,1046.11,3920.32,5.0,3.0,,819.51,,,,,,
2025-11-04 22:45:00+01:00,7.34,81.03,,1046.71,3792.79,5.0,3.0,,823.41,,,,,,
2025-11-04 23:00:00+01:00,7.07,79.33,,1037.63,3499.1,5.0,3.4,,842.42,,,,,,
2025-11-04 23:15:00+01:00,7.59,81.13,,1037.98,3491.23,5.0,3.4,,862.86,,,,,,
2025-11-04 23:30:00+01:00,7.56,82.06,,1041.62,3440.57,5.0,3.4,,865.47,,,,,,
2025-11-04 23:45:00+01:00,7.62,82.91,,1039.46,3198.81,4.72,3.4,,853.61,,,,,,
2025-11-05 00:00:00+01:00,7.0,81.14,,1054.59,3387.46,4.78,3.7,,815.25,,,,,,
2025-11-05 00:15:00+01:00,6.9,,8.5,1055.45,3266.35,4.89,3.7,,807.29,,,,,,
2025-11-05 00:30:00+01:00,5.62,,22.3,1052.29,3307.01,4.93,3.7,,795.62,,,,,,
2025-11-05 00:45:00+01:00,5.76,,22.29,1051.75,3062.71,4.79,3.7,,744.15,,,,,,
2025-11-05 01:00:00+01:00,7.18,,22.23,1052.03,2837.24,4.61,3.6,,670.98,,,,,,
2025-11-05 01:15:00+01:00,7.5,,22.24,1051.73,2746.61,4.58,3.6,,650.12,,,,,,
2025-11-05 01:30:00+01:00,7.48,,21.99,1050.45,2666.44,4.63,3.6,,679.64,,,,,,
2025-11-05 01:45:00+01:00,6.8,,21.71,1049.68,2650.44,4.87,3.6,,655.34,,,,,,
2025-11-05 02:00:00+01:00,6.88,,21.54,1050.97,2674.1,5.06,3.4,,631.09,,,,,,
2025-11-05 02:15:00+01:00,6.52,,21.61,1050.47,2713.78,5.1,3.4,,607.72,,,,,,
2025-11-05 02:30:00+01:00,6.6,,21.57,1051.49,2723.37,5.08,3.4,,573.28,,,,,,
2025-11-05 02:45:00+01:00,7.26,,22.1,1053.38,2727.11,5.13,3.4,,518.86,,,,,,
2025-11-05 03:00:00+01:00,7.58,,22.08,1061.76,2764.71,5.27,3.2,,472.99,,,,,,
2025-11-05 03:15:00+01:00,7.17,,22.1,1060.4,2777.95,5.33,3.2,,450.85,,,,,,
2025-11-05 03:30:00+01:00,6.79,,22.21,1060.74,2806.33,5.28,3.2,,422.0,,,,,,
2025-11-05 03:45:00+01:00,6.89,,22.21,1060.02,2823.53,5.18,3.2,,401.61,,,,,,
2025-11-05 04:00:00+01:00,6.67,,21.52,1059.42,2771.98,5.18,2.8,,360.44,,,,,,
2025-11-05 04:15:00+01:00,6.66,,21.52,1059.99,2785.96,5.11,2.8,,400.0,,,,,,
2025-11-05 04:30:00+01:00,6.83,,21.44,1059.9,2912.62,5.1,2.8,,431.35,,,,,,
2025-11-05 04:45:00+01:00,7.14,,20.33,1060.77,2941.92,5.16,2.8,,400.94,,,,,,
2025-11-05 05:00:00+01:00,7.25,57.22,,1053.33,2971.73,5.09,2.5,,417.24,,,,,,
2025-11-05 05:15:00+01:00,7.02,59.61,,1053.72,3203.41,5.19,2.5,,384.97,,,,,,
2025-11-05 05:30:00+01:00,7.13,59.66,,1054.85,3346.65,5.18,2.5,,351.67,,,,,,
2025-11-05 05:45:00+01:00,6.97,59.37,,1047.55,3293.17,5.09,2.5,,290.66,,,,,,
2025-11-05 06:00:00+01:00,7.25,59.69,,1047.35,3466.95,5.07,2.7,,259.73,,,,,,
2025-11-05 06:15:00+01:00,7.44,59.37,,1046.29,3713.57,5.02,2.7,,266.23,,,,,,
2025-11-05 06:30:00+01:00,7.59,59.66,,1047.49,3951.83,5.0,2.7,,271.27,,,,,,
2025-11-05 06:45:00+01:00,7.51,60.01,,1046.39,3817.59,5.0,2.7,,271.99,,,,,,
2025-11-05 07:00:00+01:00,7.6,40.59,,1041.82,3508.9,5.0,2.4,,258.76,,,,,,
2025-11-05 07:15:00+01:00,7.48,41.13,,1042.25,3570.25,5.0,2.4,,249.79,,,,,,
2025-11-05 07:30:00+01:00,7.27,41.12,,1041.44,3666.33,5.0,2.4,,223.27,,,,,,
2025-11-05 07:45:00+01:00,7.61,36.21,,1041.94,3614.94,5.04,2.4,,195.25,,,,,,
2025-11-05 08:00:00+01:00,8.17,63.03,,1032.45,3586.94,5.1,2.1,,182.46,,,,,,
