,"('Fossil Gas', 'Actual Aggregated')","('Hydro Pumped Storage', 'Actual Aggregated')","('Hydro Pumped Storage', 'Actual Consumption')","('Hydro Run-of-river and poundage', 'Actual Aggregated')","('Hydro Water Reservoir', 'Actual Aggregated')","('Waste', 'Actual Aggregated')","('Wind Offshore', 'Actual Aggregated')","('Wind Offshore', 'Actual Consumption')","('Wind Onshore', 'Actual Aggregated')",Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Waste,Wind Onshore
2025-11-05 08:15:00+01:00,8.15,65.2,,1031.78,3700.37,5.04,2.1,,168.26,,,,,,
2025-11-05 08:30:00+01:00,7.8,65.58,,1030.08,3721.65,5.13,2.1,,163.57,,,,,,
2025-11-05 08:45:00+01:00,7.58,66.0,,1030.35,3864.21,5.07,2.1,,167.97,,,,,,
2025-11-05 09:00:00+01:00,7.61,66.18,,1035.58,4099.76,5.03,1.7,,171.05,,,,,,
2025-11-05 09:15:00+01:00,7.5,69.33,,1034.77,4239.15,5.04,1.7,,168.42,,,,,,
2025-11-05 09:30:00+01:00,7.74,66.25,,1036.31,4110.4,5.05,1.7,,160.09,,,,,,
2025-11-05 09:45:00+01:00,6.86,36.95,,1034.25,4080.67,5.07,1.7,,175.84,,,,,,
2025-11-05 10:00:00+01:00,2.68,60.64,,1038.9,4055.09,5.08,1.4,,169.13,,,,,,
2025-11-05 10:15:00+01:00,2.52,,14.21,1035.32,3791.66,5.11,1.4,,144.74,,,,,,
2025-11-05 10:30:00+01:00,3.49,,26.77,1034.52,3639.13,5.09,1.4,,135.2,,,,,,
2025-11-05 10:45:00+01:00,3.16,,26.81,1036.02,3465.61,5.07,1.4,,134.87,,,,,,
2025-11-05 11:00:00+01:00,2.33,,26.75,1038.59,3580.66,5.0,1.3,,113.87,,,,,,
2025-11-05 11:15:00+01:00,2.86,,26.7,1038.89,3778.03,5.0,1.3,,111.97,,,,,,
2025-11-05 11:30:00+01:00,2.48,,26.2,1037.37,3762.98,5.0,1.3,,115.21,,,,,,
2025-11-05 11:45:00+01:00,1.97,,26.29,1036.63,3794.36,5.0,1.3,,119.77,,,,,,
2025-11-05 12:00:00+01:00,2.38,,26.19,1030.41,3564.67,5.0,1.5,,114.89,,,,,,
2025-11-05 12:15:00+01:00,2.83,,26.19,1029.0,3664.12,5.0,1.5,,129.0,,,,,,
2025-11-05 12:30:00+01:00,3.08,,26.33,1028.42,4092.04,5.01,1.5,,118.07,,,,,,
2025-11-05 12:45:00+01:00,3.57,,26.74,1030.93,4373.17,5.08,1.5,,119.51,,,,,,
2025-11-05 13:00:00+01:00,3.29,,26.87,1029.07,4176.78,5.26,1.79,,133.43,,,,,,
2025-11-05 13:15:00+01:00,4.03,,26.89,1032.01,4318.39,5.21,1.8,,137.69,,,,,,
2025-11-05 13:30:00+01:00,1.31,,26.91,1032.94,4536.64,5.17,1.8,,141.87,,,,,,
2025-11-05 13:45:00+01:00,0.15,,26.66,1031.04,4627.06,5.14,1.8,,149.46,,,,,,
2025-11-05 14:00:00+01:00,3.14,,25.85,1030.5,4698.8,5.0,1.8,,149.09,,,,,,
2025-11-05 14:15:00+01:00,4.26,74.6,,1027.67,4647.69,5.0,1.8,,149.38,,,,,,
2025-11-05 14:30:00+01:00,5.49,75.48,,1025.81,4799.5,5.0,1.8,,139.84,,,,,,
2025-11-05 14:45:00+01:00,6.45,82.39,,1026.6,4802.33,5.0,1.8,,128.36,,,,,,
2025-11-05 15:00:00+01:00,6.33,96.4,,1030.8,4666.0,5.0,1.9,,144.63,,,,,,
2025-11-05 15:15:00+01:00,3.75,112.25,,1028.39,4858.27,5.0,1.9,,154.21,,,,,,
2025-11-05 15:30:00+01:00,3.63,115.14,,1026.64,4901.28,5.0,1.9,,145.12,,,,,,
2025-11-05 15:45:00+01:00,3.92,80.18,,1020.71,4872.52,5.0,1.9,,145.83,,,,,,
2025-11-05 16:00:00+01:00,4.31,72.38,,1027.63,5137.0,5.0,2.0,,156.37,,,,,,
2025-11-05 16:15:00+01:00,4.09,74.93,,1028.0,5224.62,5.0,2.0,,158.5,,,,,,
2025-11-05 16:30:00+01:00,4.03,76.59,,1029.19,5310.71,5.0,2.0,,152.77,,,,,,
2025-11-05 16:45:00+01:00,4.14,106.28,,1030.54,5380.05,5.0,2.0,,162.56,,,,,,
2025-11-05 17:00:00+01:00,4.75,93.53,,1032.3,5599.09,5.0,2.2,,166.35,,,,,,
2025-11-05 17:15:00+01:00,4.95,167.66,,1032.51,5812.58,5.0,2.2,,180.59,,,,,,
2025-11-05 17:30:00+01:00,4.56,197.96,,1035.26,5786.06,5.0,2.2,,208.99,,,,,,
2025-11-05 17:45:00+01:00,4.58,180.76,,1034.93,5702.88,5.0,2.2,,201.93,,,,,,
2025-11-05 18:00:00+01:00,4.28,156.48,,1032.85,5612.2,5.0,2.3,,195.54,,,,,,
2025-11-05 18:15:00+01:00,5.45,159.75,,1032.88,5574.03,5.0,2.3,,211.11,,,,,,
2025-11-05 18:30:00+01:00,7.13,154.65,,1031.0,5535.74,5.0,2.3,,219.5,,,,,,
2025-11-05 18:45:00+01:00,8.13,82.06,,1026.27,5525.88,5.0,2.3,,233.81,,,,,,
2025-11-05 19:00:00+01:00,8.26,72.21,,1033.47,5494.11,5.0,2.1,,247.67,,,,,,
2025-11-05 19:15:00+01:00,8.18,72.86,,1033.2,5479.17,5.0,2.1,,268.86,,,,,,
2025-11-05 19:30:00+01:00,8.38,72.62,,1033.39,5499.43,5.0,2.1,,271.12,,,,,,
2025-11-05 19:45:00+01:00,8.28,75.47,,1033.2,5444.91,5.0,2.1,,283.82,,,,,,
2025-11-05 20:00:00+01:00,8.49,73.75,,1046.75,5363.9,5.0,2.1,,276.11,,,,,,
2025-11-05 20:15:00+01:00,8.12,73.75,,1046.69,5327.0,5.0,2.1,,264.74,,,,,,
2025-11-05 20:30:00+01:00,8.29,74.44,,1046.16,5274.44,5.0,2.1,,254.29,,,,,,
2025-11-05 20:45:00+01:00,8.64,76.48,,1046.23,5237.18,5.0,2.1,,278.21,,,,,,
2025-11-05 21:00:00+01:00,8.75,75.01,,1046.93,5120.46,5.0,2.5,,299.89,,,,,,
2025-11-05 21:15:00+01:00,8.57,74.97,,1047.9,5127.17,5.0,2.5,,336.59,,,,,,
2025-11-05 21:30:00+01:00,6.66,74.67,,1047.0,5189.17,5.0,2.5,,352.0,,,,,,
2025-11-05 21:45:00+01:00,5.37,74.16,,1049.8,5039.23,5.0,2.5,,380.75,,,,,,
2025-11-05 22:00:00+01:00,6.36,73.46,,1049.5,5210.8,5.0,3.1,,397.71,,,,,,
2025-11-05 22:15:00+01:00,6.84,73.63,,1048.99,5236.1,5.0,3.1,,420.14,,,,,,
2025-11-05 22:30:00+01:00,7.37,74.31,,1048.18,5287.19,5.0,3.1,,424.01,,,,,,
2025-11-05 22:45:00+01:00,6.95,73.54,,1049.55,5179.35,5.0,3.1,,451.12,,,,,,
2025-11-05 23:00:00+01:00,6.55,73.9,,1048.49,5181.8,5.0,3.0,,444.81,,,,,,
2025-11-05 23:15:00+01:00,6.2,73.42,,1047.61,5129.24,4.97,3.0,,488.79,,,,,,
2025-11-05 23:30:00+01:00,6.27,72.75,,1047.23,4948.76,4.98,3.0,,504.09,,,,,,
2025-11-05 23:45:00+01:00,6.46,,14.58,1048.87,4819.79,4.74,3.0,,484.01,,,,,,
2025-11-06 00:00:00+01:00,6.57,,26.77,1035.78,4628.47,4.99,3.6,,441.49,,,,,,
2025-11-06 00:15:00+01:00,7.48,,26.73,1039.87,4689.44,4.87,3.6,,426.36,,,,,,
2025-11-06 00:30:00+01:00,7.37,,26.65,1039.36,4928.18,4.83,3.6,,406.87,,,,,,
2025-11-06 00:45:00+01:00,7.44,,27.27,1038.52,4774.11,4.68,3.6,,390.7,,,,,,
2025-11-06 01:00:00+01:00,7.21,,27.27,1038.63,4669.37,4.54,3.9,,426.03,,,,,,
2025-11-06 01:15:00+01:00,7.21,,27.47,1038.45,4655.67,4.52,3.9,,452.24,,,,,,
2025-11-06 01:30:00+01:00,7.13,,27.69,1039.49,4592.7,4.51,3.9,,443.49,,,,,,
2025-11-06 01:45:00+01:00,7.74,,27.29,1039.03,4594.97,4.76,3.9,,424.0,,,,,,
2025-11-06 02:00:00+01:00,7.86,,26.65,1037.74,4333.56,4.86,4.1,,410.22,,,,,,
2025-11-06 02:15:00+01:00,7.28,,26.6,1038.81,4298.1,4.95,4.1,,420.44,,,,,,
2025-11-06 02:30:00+01:00,7.14,,26.77,1039.01,4315.2,5.01,4.1,,429.0,,,,,,
2025-11-06 02:45:00+01:00,7.22,,26.93,1037.12,4314.98,5.04,4.1,,420.77,,,,,,
2025-11-06 03:00:00+01:00,7.22,,27.26,1045.49,4339.27,5.18,4.1,,394.44,,,,,,
2025-11-06 03:15:00+01:00,7.31,,27.19,1045.52,4360.33,5.17,4.1,,411.73,,,,,,
2025-11-06 03:30:00+01:00,7.57,,27.33,1045.48,4322.07,5.15,4.1,,441.81,,,,,,
2025-11-06 03:45:00+01:00,7.66,,27.49,1042.82,4325.8,5.06,4.1,,471.79,,,,,,
2025-11-06 04:00:00+01:00,7.52,,27.34,1039.8,4422.07,5.14,4.0,,523.45,,,,,,
2025-11-06 04:15:00+01:00,7.02,,27.33,1039.49,4406.93,5.09,4.0,,537.0,,,,,,
2025-11-06 04:30:00+01:00,6.8,,27.48,1040.71,4428.89,5.11,4.0,,527.05,,,,,,
2025-11-06 04:45:00+01:00,7.1,,27.46,1041.48,4358.0,5.11,4.0,,504.95,,,,,,
2025-11-06 05:00:00+01:00,7.61,,27.24,1042.8,4390.88,4.92,4.0,,538.65,,,,,,
2025-11-06 05:15:00+01:00,7.8,,27.41,1043.35,4452.75,4.97,4.0,,544.98,,,,,,
2025-11-06 05:30:00+01:00,7.74,,27.24,1042.54,4359.73,5.0,4.0,,555.18,,,,,,
2025-11-06 05:45:00+01:00,3.86,,27.33,1041.59,4438.58,4.79,4.0,,543.87,,,,,,
2025-11-06 06:00:00+01:00,3.07,,27.34,1036.99,4567.3,4.85,4.0,,535.55,,,,,,
2025-11-06 06:15:00+01:00,2.93,,27.14,1036.4,4829.04,4.93,4.0,,548.72,,,,,,
2025-11-06 06:30:00+01:00,1.26,,27.15,1037.36,5040.76,4.93,4.0,,551.38,,,,,,
2025-11-06 06:45:00+01:00,0.0,,27.13,1035.37,5014.54,4.85,4.0,,571.3,,,,,,
2025-11-06 07:00:00+01:00,0.19,,26.89,1040.95,4796.94,5.0,4.0,,595.96,,,,,,
2025-11-06 07:15:00+01:00,1.26,,26.84,1037.31,4861.52,5.0,4.0,,599.85,,,,,,
2025-11-06 07:30:00+01:00,1.8,,26.92,1035.41,4948.47,5.0,4.0,,596.53,,,,,,
2025-11-06 07:45:00+01:00,0.94,,27.02,1030.02,5072.17,5.0,4.0,,568.4,,,,,,
2025-11-06 08:00:00+01:00,0.76,,26.72,1032.21,5290.16,5.0,4.0,,533.94,,,,,,
2025-11-06 08:15:00+01:00,1.57,,26.44,1033.41,5321.46,5.0,4.0,,515.09,,,,,,
2025-11-06 08:30:00+01:00,1.45,,26.7,1032.22,5316.07,5.0,4.0,,500.51,,,,,,
2025-11-06 08:45:00+01:00,2.57,,26.98,1030.89,5294.19,5.0,4.0,,511.74,,,,,,
2025-11-06 09:00:00+01:00,2.28,,26.98,1035.72,5247.55,5.0,3.9,,507.33,,,,,,
2025-11-06 09:15:00+01:00,0.81,,27.14,1034.04,5261.41,5.0,3.9,,483.45,,,,,,
2025-11-06 09:30:00+01:00,0.65,,26.98,1032.71,5437.28,5.0,3.9,,481.45,,,,,,
2025-11-06 09:45:00+01:00,0.22,,27.1,1031.58,5436.77,5.0,3.9,,491.27,,,,,,
2025-11-06 10:00:00+01:00,0.0,,27.07,1028.08,5302.49,5.0,3.9,,509.25,,,,,,
2025-11-06 10:15:00+01:00,0.73,,27.26,1028.23,5196.28,5.0,3.9,,542.31,,,,,,
2025-11-06 10:30:00+01:00,0.0,,27.18,1038.94,5178.55,4.99,3.9,,554.48,,,,,,
2025-11-06 10:45:00+01:00,0.0,,27.03,1034.67,5116.22,5.0,3.9,,542.93,,,,,,
2025-11-06 11:00:00+01:00,0.0,,26.81,1029.72,5112.54,5.01,3.8,,556.79,,,,,,
2025-11-06 11:15:00+01:00,0.0,,27.0,1023.25,5029.27,5.01,3.8,,538.99,,,,,,
2025-11-06 11:30:00+01:00,0.0,,26.49,1023.75,5022.91,5.02,3.8,,494.71,,,,,,
2025-11-06 11:45:00+01:00,0.0,,26.95,1029.82,4782.54,4.95,3.8,,461.79,,,,,,
2025-11-06 12:00:00+01:00,0.0,,27.12,1027.34,4898.77,5.0,3.9,,486.71,,,,,,
2025-11-06 12:15:00+01:00,0.0,,27.04,1032.13,4799.41,5.0,3.9,,466.43,,,,,,
2025-11-06 12:30:00+01:00,0.0,,27.17,1034.41,4824.92,5.0,3.9,,448.09,,,,,,
2025-11-06 12:45:00+01:00,0.0,,26.92,1030.17,4893.28,5.0,3.9,,474.06,,,,,,
2025-11-06 13:00:00+01:00,0.0,,27.13,1014.66,5024.36,5.01,3.6,,465.95,,,,,,
2025-11-06 13:15:00+01:00,0.0,,26.95,1022.27,5099.51,5.03,3.6,,445.12,,,,,,
2025-11-06 13:30:00+01:00,0.13,,27.03,1030.85,5123.43,5.0,3.6,,436.64,,,,,,
2025-11-06 13:45:00+01:00,0.0,,27.1,1028.64,5106.74,5.01,3.6,,465.02,,,,,,
2025-11-06 14:00:00+01:00,0.0,,26.87,1030.99,5180.68,5.03,3.3,,479.94,,,,,,
2025-11-06 14:15:00+01:00,0.0,,27.03,1029.47,5167.96,5.01,3.3,,489.34,,,,,,
2025-11-06 14:30:00+01:00,0.0,,26.55,1031.95,5317.21,5.0,3.3,,493.59,,,,,,
2025-11-06 14:45:00+01:00,0.0,,26.6,1039.06,5438.02,5.0,3.3,,500.16,,,,,,
2025-11-06 15:00:00+01:00,0.0,,26.52,1040.27,5319.3,5.0,3.4,,467.49,,,,,,
2025-11-06 15:15:00+01:00,0.0,,26.45,1041.51,5337.71,5.0,3.4,,476.18,,,,,,
2025-11-06 15:30:00+01:00,0.0,,27.06,1039.36,5291.42,5.0,3.4,,501.95,,,,,,
2025-11-06 15:45:00+01:00,0.0,,26.41,1041.13,5409.77,5.0,3.4,,497.98,,,,,,
2025-11-06 16:00:00+01:00,0.0,83.71,,1033.24,5393.55,5.0,3.1,,487.26,,,,,,
2025-11-06 16:15:00+01:00,0.0,99.75,,1029.13,5445.86,5.0,3.1,,476.02,,,,,,
2025-11-06 16:30:00+01:00,0.0,112.1,,1028.93,5521.36,5.0,3.1,,457.46,,,,,,
2025-11-06 16:45:00+01:00,0.0,81.09,,1028.09,5503.52,5.0,3.1,,487.62,,,,,,
2025-11-06 17:00:00+01:00,0.0,187.79,,1024.78,5633.27,5.0,3.2,,469.21,,,,,,
2025-11-06 17:15:00+01:00,0.0,268.19,,1032.42,5882.71,5.0,3.2,,438.55,,,,,,
2025-11-06 17:30:00+01:00,0.0,284.82,,1030.57,5989.89,4.99,3.2,,434.01,,,,,,
2025-11-06 17:45:00+01:00,0.0,267.6,,1032.96,5926.9,5.0,3.2,,450.64,,,,,,
2025-11-06 18:00:00+01:00,0.0,271.7,,1027.27,5999.86,5.0,3.4,,404.38,,,,,,
2025-11-06 18:15:00+01:00,0.0,282.72,,1023.19,6004.85,5.0,3.4,,358.0,,,,,,
2025-11-06 18:30:00+01:00,0.0,285.33,,1023.29,6007.53,5.0,3.4,,377.2,,,,,,
2025-11-06 18:45:00+01:00,0.0,274.8,,1024.25,5884.36,5.0,3.4,,387.73,,,,,,
2025-11-06 19:00:00+01:00,0.0,283.79,,1025.03,5910.16,5.0,3.3,,370.04,,,,,,
2025-11-06 19:15:00+01:00,0.0,263.66,,1026.62,5800.74,5.0,3.3,,360.54,,,,,,
2025-11-06 19:30:00+01:00,0.0,241.11,,1024.65,5647.42,5.0,3.3,,364.26,,,,,,
2025-11-06 19:45:00+01:00,0.0,238.95,,1021.58,5608.34,5.0,3.3,,377.42,,,,,,
2025-11-06 20:00:00+01:00,0.0,265.53,,1026.42,5490.95,5.0,3.3,,369.39,,,,,,
2025-11-06 20:15:00+01:00,0.0,261.87,,1026.39,5564.56,5.0,3.3,,358.07,,,,,,
2025-11-06 20:30:00+01:00,0.0,244.1,,1026.68,5648.77,5.0,3.3,,343.9,,,,,,
2025-11-06 20:45:00+01:00,0.0,241.04,,1027.47,5588.86,5.0,3.3,,349.36,,,,,,
2025-11-06 21:00:00+01:00,0.0,202.53,,1024.03,5586.57,5.0,3.1,,340.7,,,,,,
2025-11-06 21:15:00+01:00,0.0,194.05,,1027.89,5508.13,5.0,3.1,,361.18,,,,,,
2025-11-06 21:30:00+01:00,0.0,207.3,,1027.68,5417.89,5.0,3.1,,413.12,,,,,,
2025-11-06 21:45:00+01:00,0.0,206.24,,1027.38,5255.24,4.92,3.1,,449.22,,,,,,
2025-11-06 22:00:00+01:00,0.0,206.93,,1029.31,5051.1,5.0,3.5,,475.07,,,,,,
2025-11-06 22:15:00+01:00,0.0,207.14,,1028.61,4819.79,5.0,3.5,,468.52,,,,,,
2025-11-06 22:30:00+01:00,0.0,207.05,,1028.4,4688.83,4.93,3.5,,448.41,,,,,,
2025-11-06 22:45:00+01:00,0.0,207.17,,1028.88,4639.07,4.62,3.5,,436.01,,,,,,
2025-11-06 23:00:00+01:00,0.0,206.52,,1025.43,4576.23,4.76,3.11,,419.01,,,,,,
2025-11-06 23:15:00+01:00,0.0,206.09,,1023.93,4561.36,4.65,3.1,,400.69,,,,,,
2025-11-06 23:30:00+01:00,0.0,206.2,,1024.85,4596.83,4.59,3.1,,431.23,,,,,,
2025-11-06 23:45:00+01:00,0.0,205.82,,1021.72,4612.16,4.22,3.1,,456.9,,,,,,
2025-11-07 00:00:00+01:00,0.0,64.13,,1019.05,4678.72,4.11,2.31,,452.36,,,,,,
2025-11-07 00:15:00+01:00,0.0,52.19,,1017.12,4654.41,4.0,2.3,,483.66,,,,,,
2025-11-07 00:30:00+01:00,0.0,52.06,,1017.73,4657.01,3.95,2.3,,492.93,,,,,,
2025-11-07 00:45:00+01:00,0.0,52.11,,1017.31,4613.89,3.93,2.3,,501.02,,,,,,
2025-11-07 01:00:00+01:00,0.0,51.8,,1013.39,4447.61,3.92,2.0,,507.14,,,,,,
2025-11-07 01:15:00+01:00,0.0,51.6,,1009.6,4406.99,3.75,2.0,,524.44,,,,,,
2025-11-07 01:30:00+01:00,0.0,51.77,,1012.0,4457.48,3.75,2.0,,498.37,,,,,,
2025-11-07 01:45:00+01:00,0.0,52.17,,1013.84,4464.64,3.9,2.0,,477.5,,,,,,
2025-11-07 02:00:00+01:00,0.0,52.03,,1014.93,4487.97,3.99,1.4,,471.64,,,,,,
2025-11-07 02:15:00+01:00,0.0,52.36,,1015.86,4378.3,4.0,1.4,,474.83,,,,,,
2025-11-07 02:30:00+01:00,0.0,52.02,,1014.0,4320.61,4.08,1.4,,465.7,,,,,,
2025-11-07 02:45:00+01:00,0.0,51.57,,1014.38,4537.71,4.08,1.4,,484.46,,,,,,
2025-11-07 03:00:00+01:00,0.0,52.04,,1015.51,4414.9,4.2,1.0,,503.65,,,,,,
2025-11-07 03:15:00+01:00,0.0,51.29,,1015.37,4334.82,4.15,1.0,,529.28,,,,,,
2025-11-07 03:30:00+01:00,0.0,51.44,,1013.14,4307.11,4.08,1.0,,524.09,,,,,,
2025-11-07 03:45:00+01:00,0.0,51.28,,1010.71,4284.08,4.01,1.0,,526.81,,,,,,
2025-11-07 04:00:00+01:00,0.0,51.51,,1010.01,4313.1,4.35,0.7,,536.47,,,,,,
2025-11-07 04:15:00+01:00,0.0,51.56,,1014.97,4298.37,4.17,0.7,,557.91,,,,,,
2025-11-07 04:30:00+01:00,0.0,51.37,,1014.14,4274.11,4.13,0.7,,578.67,,,,,,
2025-11-07 04:45:00+01:00,0.0,51.62,,1015.4,4261.62,4.03,0.7,,574.35,,,,,,
2025-11-07 05:00:00+01:00,0.0,52.18,,1012.32,4316.61,4.08,0.5,,564.26,,,,,,
2025-11-07 05:15:00+01:00,0.0,52.37,,1010.22,4342.69,4.1,0.5,,574.66,,,,,,
2025-11-07 05:30:00+01:00,0.0,51.97,,1009.15,4478.19,4.17,0.5,,587.03,,,,,,
2025-11-07 05:45:00+01:00,0.0,52.33,,1007.13,4528.92,4.08,0.5,,615.4,,,,,,
2025-11-07 06:00:00+01:00,0.0,52.72,,1012.23,4747.89,4.17,0.3,,648.0,,,,,,
2025-11-07 06:15:00+01:00,0.0,52.66,,1012.33,5013.25,4.22,0.3,,679.71,,,,,,
2025-11-07 06:30:00+01:00,0.0,52.51,,1011.42,5193.38,4.15,0.3,,677.86,,,,,,
2025-11-07 06:45:00+01:00,0.0,52.4,,1005.62,5162.26,4.13,0.3,,662.38,,,,,,
2025-11-07 07:00:00+01:00,0.0,53.96,,1004.9,5091.01,4.54,0.1,,631.68,,,,,,
2025-11-07 07:15:00+01:00,0.0,119.15,,1002.03,5069.93,4.68,0.1,,607.56,,,,,,
2025-11-07 07:30:00+01:00,0.0,249.0,,1000.8,5042.51,4.88,0.1,,605.74,,,,,,
2025-11-07 07:45:00+01:00,0.0,259.17,,997.68,5176.19,4.66,0.1,,602.58,,,,,,
2025-11-07 08:00:00+01:00,0.0,262.75,,993.69,5192.08,4.68,0.0,,560.55,,,,,,
2025-11-07 08:15:00+01:00,0.0,262.83,,994.13,5171.33,4.83,0.0,,516.64,,,,,,
2025-11-07 08:30:00+01:00,0.0,262.49,,995.78,5137.13,4.79,0.0,,518.97,,,,,,
2025-11-07 08:45:00+01:00,0.0,262.79,,995.27,5115.6,4.88,0.0,,550.66,,,,,,
2025-11-07 09:00:00+01:00,0.0,258.76,,991.74,5092.07,5.0,0.1,,533.03,,,,,,
2025-11-07 09:15:00+01:00,0.0,258.91,,984.82,5007.56,5.0,0.1,,504.84,,,,,,
2025-11-07 09:30:00+01:00,0.0,261.08,,985.06,5050.01,5.0,0.1,,496.12,,,,,,
2025-11-07 09:45:00+01:00,0.0,260.9,,984.9,5043.84,5.0,0.1,,509.54,,,,,,
2025-11-07 10:00:00+01:00,0.0,272.93,,986.45,5090.17,5.0,0.5,,497.09,,,,,,
2025-11-07 10:15:00+01:00,0.0,274.68,,984.36,5110.23,5.0,0.5,,488.97,,,,,,
2025-11-07 10:30:00+01:00,0.0,276.84,,983.83,5139.04,5.0,0.5,,492.14,,,,,,
2025-11-07 10:45:00+01:00,0.0,275.44,,985.24,5125.57,5.0,0.5,,459.08,,,,,,
2025-11-07 11:00:00+01:00,0.0,271.52,,984.78,5109.81,5.0,0.9,,427.89,,,,,,
2025-11-07 11:15:00+01:00,0.0,270.73,,985.39,5208.36,5.01,0.9,,396.91,,,,,,
2025-11-07 11:30:00+01:00,0.0,269.57,,994.52,5191.78,5.03,0.9,,400.89,,,,,,
2025-11-07 11:45:00+01:00,0.0,272.93,,989.89,5168.11,5.02,0.9,,380.17,,,,,,
2025-11-07 12:00:00+01:00,0.0,268.71,,972.26,5131.87,4.96,1.2,,355.03,,,,,,
2025-11-07 12:15:00+01:00,0.0,268.92,,968.7,5312.17,5.0,1.2,,335.77,,,,,,
2025-11-07 12:30:00+01:00,0.0,268.35,,968.11,5375.76,4.96,1.2,,345.3,,,,,,
2025-11-07 12:45:00+01:00,0.0,268.38,,965.93,5409.61,4.96,1.2,,354.06,,,,,,
2025-11-07 13:00:00+01:00,0.0,267.74,,971.77,5392.95,5.0,1.1,,326.89,,,,,,
2025-11-07 13:15:00+01:00,0.0,268.61,,969.03,5416.63,5.0,1.1,,336.92,,,,,,
2025-11-07 13:30:00+01:00,0.0,268.3,,967.52,5435.02,4.98,1.1,,358.82,,,,,,
2025-11-07 13:45:00+01:00,0.0,267.84,,968.95,5414.52,5.0,1.1,,337.87,,,,,,
2025-11-07 14:00:00+01:00,0.0,265.33,,972.75,5285.76,4.94,0.9,,328.63,,,,,,
2025-11-07 14:15:00+01:00,0.0,265.0,,973.2,5308.47,4.82,0.9,,359.27,,,,,,
2025-11-07 14:30:00+01:00,0.0,265.71,,976.26,5328.23,4.86,0.9,,408.31,,,,,,
2025-11-07 14:45:00+01:00,0.0,265.22,,980.5,5240.77,4.81,0.9,,451.8,,,,,,
2025-11-07 15:00:00+01:00,0.0,266.14,,976.51,5215.48,4.55,1.0,,466.45,,,,,,
2025-11-07 15:15:00+01:00,0.0,266.02,,979.56,5286.04,4.75,1.0,,382.94,,,,,,
2025-11-07 15:30:00+01:00,0.0,265.51,,979.76,5401.22,4.87,1.0,,325.63,,,,,,
2025-11-07 15:45:00+01:00,0.0,265.43,,978.62,5766.03,4.74,1.0,,343.32,,,,,,
2025-11-07 16:00:00+01:00,0.0,257.77,,974.16,6003.1,4.56,1.5,,399.94,,,,,,
2025-11-07 16:15:00+01:00,0.0,262.58,,975.17,6199.11,4.59,1.5,,384.66,,,,,,
2025-11-07 16:30:00+01:00,0.0,265.31,,975.99,6290.25,4.61,1.5,,374.62,,,,,,
2025-11-07 16:45:00+01:00,0.0,265.17,,974.79,6298.3,4.56,1.5,,326.37,,,,,,
2025-11-07 17:00:00+01:00,0.0,276.13,,972.85,6263.65,4.59,2.19,,310.02,,,,,,
2025-11-07 17:15:00+01:00,0.0,304.66,,971.62,6341.85,4.48,2.2,,341.03,,,,,,
2025-11-07 17:30:00+01:00,0.0,304.68,,973.28,6349.94,4.34,2.2,,376.97,,,,,,
2025-11-07 17:45:00+01:00,0.0,300.99,,972.35,6336.59,4.58,2.2,,359.78,,,,,,
2025-11-07 18:00:00+01:00,0.0,304.34,,967.97,6374.18,4.99,2.0,,334.31,,,,,,
2025-11-07 18:15:00+01:00,0.0,296.55,,967.94,6337.88,5.0,2.0,,332.67,,,,,,
2025-11-07 18:30:00+01:00,0.0,295.8,,967.42,6289.02,4.98,2.0,,324.41,,,,,,
2025-11-07 18:45:00+01:00,0.0,293.69,,965.08,6249.06,5.0,2.0,,316.16,,,,,,
2025-11-07 19:00:00+01:00,0.0,295.86,,964.73,6274.79,5.0,2.0,,310.4,,,,,,
2025-11-07 19:15:00+01:00,0.0,292.76,,963.62,6196.86,5.0,2.0,,286.02,,,,,,
2025-11-07 19:30:00+01:00,0.0,291.38,,961.37,6076.68,5.0,2.0,,278.29,,,,,,
2025-11-07 19:45:00+01:00,0.0,291.06,,960.47,6041.43,5.0,2.0,,282.49,,,,,,
2025-11-07 20:00:00+01:00,0.0,295.4,,956.29,5926.16,5.0,2.2,,253.24,,,,,,
2025-11-07 20:15:00+01:00,0.0,291.76,,959.95,5823.9,5.0,2.2,,218.23,,,,,,
2025-11-07 20:30:00+01:00,0.0,291.26,,952.26,5785.62,5.0,2.2,,195.86,,,,,,
2025-11-07 20:45:00+01:00,0.0,284.6,,949.43,5779.78,5.0,2.2,,187.94,,,,,,
2025-11-07 21:00:00+01:00,0.0,283.19,,938.86,5734.43,5.0,2.0,,184.07,,,,,,
2025-11-07 21:15:00+01:00,0.0,291.14,,937.39,5739.92,5.0,2.0,,175.33,,,,,,
2025-11-07 21:30:00+01:00,0.0,284.85,,937.35,5733.09,5.0,2.0,,167.51,,,,,,
2025-11-07 21:45:00+01:00,0.0,280.39,,935.82,5676.25,5.0,2.0,,147.64,,,,,,
2025-11-07 22:00:00+01:00,0.0,272.12,,935.03,5519.01,5.0,1.9,,140.1,,,,,,
2025-11-07 22:15:00+01:00,0.0,260.97,,935.84,5375.33,5.0,1.9,,135.58,,,,,,
2025-11-07 22:30:00+01:00,0.0,162.85,,935.1,5417.48,5.0,1.9,,140.11,,,,,,
